transaction_id,order_date,product_category,region,units_sold,price_per_unit,revenue
HM_102862,2024-03-31 08:16:59.966763,Outerwear,Asia,4,90,360
HM_102863,2024-12-14 08:16:59.966763,Accessories,Europe,2,15,30
HM_102864,2023-11-26 08:16:59.966763,Dresses,Middle East,3,60,180
HM_102865,2025-09-13 08:16:59.966763,Accessories,Europe,1,15,15
HM_102866,2024-07-10 08:16:59.966763,Dresses,Asia,2,60,120
HM_102867,2025-09-25 08:16:59.966763,Footwear,Middle East,4,70,280
HM_102868,2025-11-12 08:16:59.966763,Bottoms,Europe,1,40,40
HM_102869,2025-10-20 08:16:59.966763,Bottoms,South America,2,40,80
HM_102870,2024-01-27 08:16:59.966763,Outerwear,Asia,2,90,180
HM_102871,2025-11-29 08:16:59.966763,Outerwear,South America,2,90,180
HM_102872,2026-05-05 08:16:59.966763,Outerwear,South America,4,90,360
HM_102873,2024-11-04 08:16:59.966763,Dresses,Asia,3,60,180
HM_102874,2025-02-27 08:16:59.966763,Footwear,Middle East,4,70,280
HM_102875,2025-06-23 08:16:59.966763,Dresses,North America,4,60,240
HM_102876,2025-02-21 08:16:59.966763,Dresses,North America,3,60,180
HM_102877,2025-10-30 08:16:59.966763,Bottoms,Asia,5,40,200
HM_102878,2025-01-28 08:16:59.966763,Accessories,North America,1,15,15
HM_102879,2025-03-02 08:16:59.966763,Tops,Europe,2,25,50
HM_102880,2024-06-18 08:16:59.966763,Bottoms,Middle East,3,40,120
HM_102881,2026-01-11 08:16:59.966763,Outerwear,South America,1,90,90
HM_102882,2024-09-13 08:16:59.966763,Bottoms,South America,5,40,200
HM_102883,2025-01-13 08:16:59.966763,Tops,Asia,1,25,25
HM_102884,2024-12-26 08:16:59.966763,Tops,South America,3,25,75
HM_102885,2025-03-11 08:16:59.966763,Outerwear,Europe,4,90,360
HM_102886,2024-06-12 08:16:59.966763,Dresses,Europe,6,60,360
HM_102887,2025-09-04 08:16:59.966763,Dresses,Asia,1,60,60
HM_102888,2023-12-04 08:16:59.966763,Footwear,South America,3,70,210
HM_102889,2024-08-10 08:16:59.966763,Footwear,North America,2,70,140
HM_102890,2024-01-04 08:16:59.966763,Bottoms,North America,3,40,120
HM_102891,2025-03-13 08:16:59.966763,Accessories,Middle East,4,15,60
HM_102892,2025-12-08 08:16:59.966763,Footwear,Asia,3,70,210
HM_102893,2024-03-10 08:16:59.966763,Accessories,Middle East,3,15,45
HM_102894,2026-04-11 08:16:59.966763,Tops,North America,1,25,25
HM_102895,2025-12-04 08:16:59.966763,Outerwear,North America,1,90,90
HM_102896,2026-04-28 08:16:59.966763,Dresses,North America,4,60,240
HM_102897,2026-02-28 08:16:59.966763,Bottoms,Middle East,1,40,40
HM_102898,2025-04-05 08:16:59.966763,Dresses,Asia,3,60,180
HM_102899,2024-08-03 08:16:59.966763,Tops,Europe,4,25,100
HM_102900,2025-06-29 08:16:59.966763,Tops,Europe,1,25,25
HM_102901,2023-12-17 08:16:59.966763,Footwear,North America,4,70,280
HM_102902,2025-02-01 08:16:59.966763,Tops,Asia,4,25,100
HM_102903,2023-12-24 08:16:59.966763,Dresses,Asia,3,60,180
HM_102904,2024-04-01 08:16:59.966763,Dresses,South America,2,60,120
HM_102905,2025-07-11 08:16:59.966763,Tops,South America,3,25,75
HM_102906,2024-06-24 08:16:59.966763,Outerwear,Middle East,2,90,180
HM_102907,2024-12-12 08:16:59.966763,Bottoms,South America,1,40,40
HM_102908,2024-12-21 08:16:59.966763,Bottoms,Middle East,3,40,120
HM_102909,2025-07-16 08:16:59.966763,Bottoms,Europe,1,40,40
HM_102910,2024-09-28 08:16:59.966763,Bottoms,North America,1,40,40
HM_102911,2025-03-12 08:16:59.966763,Tops,Asia,2,25,50
HM_102912,2026-02-26 08:16:59.966763,Footwear,Europe,1,70,70
HM_102913,2025-01-06 08:16:59.966763,Outerwear,Europe,4,90,360
HM_102914,2025-01-03 08:16:59.966763,Bottoms,Middle East,3,40,120
HM_102915,2025-05-17 08:16:59.966763,Accessories,North America,1,15,15
HM_102916,2024-09-04 08:16:59.966763,Footwear,Middle East,2,70,140
HM_102917,2024-08-31 08:16:59.966763,Footwear,Europe,4,70,280
HM_102918,2025-04-09 08:16:59.966763,Dresses,Asia,4,60,240
HM_102919,2026-02-07 08:16:59.966763,Bottoms,South America,3,40,120
HM_102920,2025-05-30 08:16:59.966763,Bottoms,Middle East,2,40,80
HM_102921,2024-07-22 08:16:59.966763,Footwear,Europe,1,70,70
HM_102922,2026-03-13 08:16:59.966763,Footwear,South America,2,70,140
HM_102923,2024-04-11 08:16:59.966763,Tops,South America,1,25,25
HM_102924,2024-06-28 08:16:59.966763,Bottoms,Europe,1,40,40
HM_102925,2025-02-10 08:16:59.966763,Outerwear,North America,4,90,360
HM_102926,2024-08-23 08:16:59.966763,Footwear,Europe,2,70,140
HM_102927,2025-09-21 08:16:59.966763,Outerwear,Asia,3,90,270
HM_102928,2025-09-22 08:16:59.966763,Footwear,South America,3,70,210
HM_102929,2024-04-11 08:16:59.966763,Bottoms,Asia,2,40,80
HM_102930,2024-05-16 08:16:59.966763,Accessories,Middle East,3,15,45
HM_102931,2024-11-23 08:16:59.966763,Accessories,South America,3,15,45
HM_102932,2026-03-28 08:16:59.966763,Tops,North America,2,25,50
HM_102933,2025-11-30 08:16:59.966763,Dresses,Europe,3,60,180
HM_102934,2024-07-06 08:16:59.966763,Footwear,Middle East,2,70,140
HM_102935,2025-10-01 08:16:59.966763,Tops,Asia,3,25,75
HM_102936,2025-04-30 08:16:59.966763,Footwear,Middle East,3,70,210
HM_102937,2024-04-04 08:16:59.966763,Accessories,North America,5,15,75
HM_102938,2026-02-03 08:16:59.966763,Outerwear,Europe,4,90,360
HM_102939,2024-04-15 08:16:59.966763,Tops,Middle East,4,25,100
HM_102940,2025-05-11 08:16:59.966763,Bottoms,Asia,3,40,120
HM_102941,2025-10-01 08:16:59.966763,Accessories,Middle East,3,15,45
HM_102942,2025-01-19 08:16:59.966763,Bottoms,Europe,2,40,80
HM_102943,2024-01-29 08:16:59.966763,Footwear,Middle East,4,70,280
HM_102944,2026-04-07 08:16:59.966763,Footwear,Asia,3,70,210
HM_102945,2025-02-05 08:16:59.966763,Tops,Europe,3,25,75
HM_102946,2025-06-01 08:16:59.966763,Dresses,North America,2,60,120
HM_102947,2025-08-12 08:16:59.966763,Dresses,North America,1,60,60
HM_102948,2025-10-02 08:16:59.966763,Bottoms,South America,4,40,160
HM_102949,2025-01-24 08:16:59.966763,Outerwear,Middle East,3,90,270
HM_102950,2026-01-23 08:16:59.966763,Footwear,Asia,2,70,140
HM_102951,2025-03-15 08:16:59.966763,Accessories,Middle East,3,15,45
HM_102952,2024-02-24 08:16:59.966763,Footwear,Europe,2,70,140
HM_102953,2025-02-03 08:16:59.966763,Dresses,South America,5,60,300
HM_102954,2026-04-27 08:16:59.966763,Outerwear,Asia,2,90,180
HM_102955,2024-01-31 08:16:59.966763,Accessories,Middle East,3,15,45
HM_102956,2025-03-09 08:16:59.966763,Footwear,Asia,4,70,280
HM_102957,2025-10-07 08:16:59.966763,Outerwear,Europe,3,90,270
HM_102958,2025-03-17 08:16:59.966763,Bottoms,South America,3,40,120
HM_102959,2026-04-29 08:16:59.966763,Footwear,Asia,2,70,140
HM_102960,2025-01-22 08:16:59.966763,Tops,Europe,3,25,75
HM_102961,2025-01-13 08:16:59.966763,Bottoms,North America,3,40,120
HM_102962,2025-07-17 08:16:59.966763,Bottoms,Asia,3,40,120
HM_102963,2026-03-13 08:16:59.966763,Outerwear,South America,5,90,450
HM_102964,2024-01-12 08:16:59.966763,Outerwear,Asia,2,90,180
HM_102965,2025-01-06 08:16:59.966763,Footwear,Asia,3,70,210
HM_102966,2024-11-29 08:16:59.966763,Footwear,Europe,6,70,420
HM_102967,2026-01-19 08:16:59.966763,Accessories,Middle East,4,15,60
HM_102968,2026-01-27 08:16:59.966763,Outerwear,Middle East,1,90,90
HM_102969,2025-08-25 08:16:59.966763,Dresses,Asia,3,60,180
HM_102970,2024-08-31 08:16:59.966763,Bottoms,South America,4,40,160
HM_102971,2025-05-15 08:16:59.966763,Tops,South America,1,25,25
HM_102972,2024-03-04 08:16:59.966763,Footwear,Europe,2,70,140
HM_102973,2025-12-03 08:16:59.966763,Footwear,Asia,1,70,70
HM_102974,2025-10-05 08:16:59.966763,Bottoms,Asia,3,40,120
HM_102975,2026-01-29 08:16:59.966763,Tops,Middle East,1,25,25
HM_102976,2025-08-01 08:16:59.966763,Footwear,Europe,1,70,70
HM_102977,2024-01-26 08:16:59.966763,Tops,North America,1,25,25
HM_102978,2026-03-13 08:16:59.966763,Footwear,South America,3,70,210
HM_102979,2025-02-23 08:16:59.966763,Outerwear,South America,2,90,180
HM_102980,2026-04-17 08:16:59.966763,Dresses,Asia,3,60,180
HM_102981,2026-04-23 08:16:59.966763,Bottoms,Europe,1,40,40
HM_102982,2026-02-05 08:16:59.966763,Footwear,North America,1,70,70
HM_102983,2024-04-11 08:16:59.966763,Footwear,South America,4,70,280
HM_102984,2024-08-21 08:16:59.966763,Dresses,Europe,1,60,60
HM_102985,2025-06-24 08:16:59.966763,Outerwear,North America,4,90,360
HM_102986,2025-08-21 08:16:59.966763,Tops,Asia,2,25,50
HM_102987,2024-01-26 08:16:59.966763,Dresses,Middle East,1,60,60
HM_102988,2026-01-01 08:16:59.966763,Footwear,South America,1,70,70
HM_102989,2025-01-30 08:16:59.966763,Outerwear,South America,3,90,270
HM_102990,2023-11-24 08:16:59.966763,Tops,North America,6,25,150
HM_102991,2025-02-03 08:16:59.966763,Footwear,Middle East,7,70,490
HM_102992,2024-12-02 08:16:59.966763,Accessories,Europe,1,15,15
HM_102993,2024-07-05 08:16:59.966763,Bottoms,Asia,4,40,160
HM_102994,2025-06-06 08:16:59.966763,Tops,Europe,5,25,125
HM_102995,2025-08-14 08:16:59.966763,Outerwear,North America,1,90,90
HM_102996,2024-12-29 08:16:59.966763,Tops,South America,2,25,50
HM_102997,2025-08-17 08:16:59.966763,Bottoms,South America,3,40,120
HM_102998,2025-09-08 08:16:59.966763,Bottoms,Europe,3,40,120
HM_102999,2024-10-03 08:16:59.966763,Outerwear,Asia,1,90,90
HM_103000,2024-09-30 08:16:59.966763,Accessories,North America,4,15,60
HM_103001,2024-06-13 08:16:59.966763,Footwear,Asia,3,70,210
HM_103002,2025-02-10 08:16:59.966763,Bottoms,North America,4,40,160
HM_103003,2024-07-21 08:16:59.966763,Accessories,Asia,3,15,45
HM_103004,2024-01-21 08:16:59.966763,Accessories,Europe,3,15,45
HM_103005,2025-10-07 08:16:59.966763,Footwear,Middle East,3,70,210
HM_103006,2026-04-08 08:16:59.966763,Outerwear,North America,4,90,360
HM_103007,2026-03-03 08:16:59.966763,Tops,Europe,1,25,25
HM_103008,2024-04-05 08:16:59.966763,Accessories,South America,1,15,15
HM_103009,2025-11-13 08:16:59.966763,Tops,South America,4,25,100
HM_103010,2025-07-15 08:16:59.966763,Dresses,Asia,2,60,120
HM_103011,2026-03-03 08:16:59.966763,Bottoms,South America,1,40,40
HM_103012,2024-08-10 08:16:59.966763,Bottoms,Middle East,4,40,160
HM_103013,2024-12-04 08:16:59.966763,Bottoms,North America,4,40,160
HM_103014,2025-12-19 08:16:59.966763,Accessories,Asia,1,15,15
HM_103015,2025-09-05 08:16:59.966763,Bottoms,North America,4,40,160
HM_103016,2024-04-25 08:16:59.966763,Footwear,North America,2,70,140
HM_103017,2024-12-21 08:16:59.966763,Dresses,Europe,3,60,180
HM_103018,2024-06-01 08:16:59.966763,Tops,South America,2,25,50
HM_103019,2024-08-01 08:16:59.966763,Footwear,North America,3,70,210
HM_103020,2024-06-27 08:16:59.966763,Bottoms,Middle East,2,40,80
HM_103021,2025-12-29 08:16:59.966763,Dresses,Middle East,1,60,60
HM_103022,2026-05-04 08:16:59.966763,Accessories,South America,1,15,15
HM_103023,2025-05-18 08:16:59.966763,Bottoms,South America,1,40,40
HM_103024,2024-06-29 08:16:59.966763,Tops,Asia,1,25,25
HM_103025,2025-04-08 08:16:59.966763,Bottoms,Asia,3,40,120
HM_103026,2026-01-24 08:16:59.966763,Outerwear,Asia,4,90,360
HM_103027,2025-04-21 08:16:59.966763,Accessories,South America,2,15,30
HM_103028,2024-11-11 08:16:59.966763,Accessories,North America,1,15,15
HM_103029,2024-06-24 08:16:59.966763,Accessories,Europe,3,15,45
HM_103030,2025-02-16 08:16:59.966763,Tops,Asia,1,25,25
HM_103031,2024-08-20 08:16:59.966763,Dresses,Europe,3,60,180
HM_103032,2025-03-28 08:16:59.966763,Footwear,Middle East,2,70,140
HM_103033,2026-02-21 08:16:59.966763,Tops,South America,3,25,75
HM_103034,2026-03-05 08:16:59.966763,Bottoms,Middle East,2,40,80
HM_103035,2024-04-30 08:16:59.966763,Bottoms,Asia,2,40,80
HM_103036,2025-08-05 08:16:59.966763,Dresses,North America,1,60,60
HM_103037,2024-08-24 08:16:59.966763,Outerwear,Asia,4,90,360
HM_103038,2025-08-02 08:16:59.966763,Tops,Europe,1,25,25
HM_103039,2024-07-01 08:16:59.966763,Dresses,Asia,1,60,60
HM_103040,2025-02-07 08:16:59.966763,Tops,North America,1,25,25
HM_103041,2024-06-07 08:16:59.966763,Outerwear,North America,4,90,360
HM_103042,2026-05-05 08:16:59.966763,Tops,South America,2,25,50
HM_103043,2024-06-04 08:16:59.966763,Dresses,South America,4,60,240
HM_103044,2024-10-22 08:16:59.966763,Footwear,North America,3,70,210
HM_103045,2026-02-22 08:16:59.966763,Footwear,North America,1,70,70
HM_103046,2025-07-21 08:16:59.966763,Dresses,Europe,2,60,120
HM_103047,2026-01-22 08:16:59.966763,Bottoms,Asia,1,40,40
HM_103048,2026-04-13 08:16:59.966763,Bottoms,South America,3,40,120
HM_103049,2024-06-20 08:16:59.966763,Bottoms,Europe,2,40,80
HM_103050,2023-12-25 08:16:59.966763,Bottoms,Asia,1,40,40
HM_103051,2024-12-28 08:16:59.966763,Dresses,South America,2,60,120
HM_103052,2025-04-15 08:16:59.966763,Bottoms,Europe,2,40,80
HM_103053,2025-09-25 08:16:59.966763,Bottoms,Middle East,3,40,120
HM_103054,2025-01-24 08:16:59.966763,Accessories,Middle East,5,15,75
HM_103055,2023-12-15 08:16:59.966763,Outerwear,South America,4,90,360
HM_103056,2025-07-17 08:16:59.966763,Accessories,Europe,1,15,15
HM_103057,2024-09-24 08:16:59.966763,Tops,Asia,5,25,125
HM_103058,2025-08-07 08:16:59.966763,Tops,Asia,3,25,75
HM_103059,2025-02-23 08:16:59.966763,Outerwear,Europe,1,90,90
HM_103060,2024-08-18 08:16:59.966763,Bottoms,Middle East,2,40,80
HM_103061,2024-05-10 08:16:59.966763,Tops,Europe,1,25,25
HM_103062,2025-12-23 08:16:59.966763,Accessories,Middle East,2,15,30
HM_103063,2024-10-24 08:16:59.966763,Accessories,Middle East,5,15,75
HM_103064,2025-12-12 08:16:59.966763,Accessories,Asia,1,15,15
HM_103065,2026-03-03 08:16:59.966763,Bottoms,South America,1,40,40
HM_103066,2026-03-27 08:16:59.966763,Tops,North America,2,25,50
HM_103067,2024-08-16 08:16:59.966763,Outerwear,Europe,1,90,90
HM_103068,2024-02-12 08:16:59.966763,Bottoms,Middle East,2,40,80
HM_103069,2024-10-19 08:16:59.966763,Accessories,Europe,3,15,45
HM_103070,2025-03-28 08:16:59.966763,Footwear,South America,1,70,70
HM_103071,2024-08-26 08:16:59.966763,Accessories,South America,3,15,45
HM_103072,2025-10-28 08:16:59.966763,Bottoms,North America,1,40,40
HM_103073,2026-04-02 08:16:59.966763,Bottoms,North America,4,40,160
HM_103074,2024-03-07 08:16:59.966763,Accessories,Middle East,1,15,15
HM_103075,2024-08-18 08:16:59.966763,Outerwear,North America,1,90,90
HM_103076,2025-09-13 08:16:59.966763,Outerwear,Middle East,1,90,90
HM_103077,2024-02-29 08:16:59.966763,Tops,Asia,2,25,50
HM_103078,2024-11-24 08:16:59.966763,Tops,Middle East,1,25,25
HM_103079,2025-08-16 08:16:59.966763,Outerwear,North America,3,90,270
HM_103080,2026-03-27 08:16:59.966763,Footwear,Europe,2,70,140
HM_103081,2026-03-05 08:16:59.966763,Outerwear,North America,4,90,360
HM_103082,2025-12-08 08:16:59.966763,Bottoms,South America,3,40,120
HM_103083,2024-08-03 08:16:59.966763,Accessories,North America,5,15,75
HM_103084,2024-05-29 08:16:59.966763,Footwear,Asia,2,70,140
HM_103085,2025-06-29 08:16:59.966763,Accessories,Middle East,2,15,30
HM_103086,2024-02-07 08:16:59.966763,Dresses,South America,3,60,180
HM_103087,2023-12-02 08:16:59.966763,Tops,Middle East,1,25,25
HM_103088,2025-05-27 08:16:59.966763,Accessories,Middle East,2,15,30
HM_103089,2024-12-12 08:16:59.966763,Bottoms,North America,2,40,80
HM_103090,2023-12-19 08:16:59.966763,Dresses,Europe,4,60,240
HM_103091,2024-05-07 08:16:59.966763,Outerwear,South America,4,90,360
HM_103092,2024-08-31 08:16:59.966763,Bottoms,Asia,4,40,160
HM_103093,2024-03-15 08:16:59.966763,Footwear,Asia,2,70,140
HM_103094,2025-03-06 08:16:59.966763,Tops,Europe,1,25,25
HM_103095,2026-03-16 08:16:59.966763,Accessories,Europe,3,15,45
HM_103096,2025-09-25 08:16:59.966763,Outerwear,North America,2,90,180
HM_103097,2026-01-14 08:16:59.966763,Tops,Asia,1,25,25
HM_103098,2024-09-14 08:16:59.966763,Tops,South America,3,25,75
HM_103099,2024-03-08 08:16:59.966763,Dresses,Europe,1,60,60
HM_103100,2025-10-09 08:16:59.966763,Tops,Europe,2,25,50
HM_103101,2026-02-12 08:16:59.966763,Footwear,Europe,2,70,140
HM_103102,2025-02-10 08:16:59.966763,Outerwear,South America,6,90,540
HM_103103,2025-08-09 08:16:59.966763,Dresses,Asia,4,60,240
HM_103104,2025-01-22 08:16:59.966763,Bottoms,South America,3,40,120
HM_103105,2025-02-13 08:16:59.966763,Dresses,South America,4,60,240
HM_103106,2024-08-22 08:16:59.966763,Footwear,North America,2,70,140
HM_103107,2024-09-01 08:16:59.966763,Tops,Europe,1,25,25
HM_103108,2026-04-01 08:16:59.966763,Accessories,Asia,1,15,15
HM_103109,2024-01-05 08:16:59.966763,Accessories,North America,3,15,45
HM_103110,2026-01-22 08:16:59.966763,Accessories,North America,3,15,45
HM_103111,2024-09-13 08:16:59.966763,Bottoms,Middle East,1,40,40
HM_103112,2025-03-19 08:16:59.966763,Footwear,Europe,2,70,140
HM_103113,2025-11-29 08:16:59.966763,Tops,Asia,1,25,25
HM_103114,2026-04-25 08:16:59.966763,Tops,Asia,1,25,25
HM_103115,2025-05-27 08:16:59.966763,Outerwear,Asia,2,90,180
HM_103116,2026-04-28 08:16:59.966763,Footwear,Europe,3,70,210
HM_103117,2024-02-08 08:16:59.966763,Tops,Asia,4,25,100
HM_103118,2024-02-07 08:16:59.966763,Bottoms,South America,2,40,80
HM_103119,2024-04-22 08:16:59.966763,Bottoms,South America,4,40,160
HM_103120,2025-02-03 08:16:59.966763,Bottoms,Europe,6,40,240
HM_103121,2025-03-03 08:16:59.966763,Bottoms,Asia,3,40,120
HM_103122,2025-05-30 08:16:59.966763,Tops,Middle East,2,25,50
HM_103123,2024-01-18 08:16:59.966763,Dresses,Middle East,1,60,60
HM_103124,2023-12-23 08:16:59.966763,Footwear,Middle East,3,70,210
HM_103125,2025-09-22 08:16:59.966763,Accessories,South America,3,15,45
HM_103126,2024-06-11 08:16:59.966763,Accessories,Middle East,3,15,45
HM_103127,2025-04-14 08:16:59.966763,Tops,Asia,2,25,50
HM_103128,2025-08-08 08:16:59.966763,Outerwear,Asia,2,90,180
HM_103129,2025-07-29 08:16:59.966763,Footwear,Middle East,1,70,70
HM_103130,2023-11-20 08:16:59.966763,Footwear,North America,4,70,280
HM_103131,2024-10-06 08:16:59.966763,Footwear,Middle East,1,70,70
HM_103132,2024-06-17 08:16:59.966763,Outerwear,North America,3,90,270
HM_103133,2026-01-21 08:16:59.966763,Dresses,Europe,1,60,60
HM_103134,2024-07-25 08:16:59.966763,Bottoms,Europe,4,40,160
HM_103135,2023-12-15 08:16:59.966763,Accessories,Asia,2,15,30
HM_103136,2024-05-20 08:16:59.966763,Footwear,South America,3,70,210
HM_103137,2023-11-27 08:16:59.966763,Footwear,Asia,3,70,210
HM_103138,2024-11-12 08:16:59.966763,Dresses,Asia,4,60,240
HM_103139,2024-04-29 08:16:59.966763,Tops,South America,5,25,125
HM_103140,2024-12-08 08:16:59.966763,Bottoms,Asia,4,40,160
HM_103141,2023-12-18 08:16:59.966763,Outerwear,South America,3,90,270
HM_103142,2026-03-20 08:16:59.966763,Accessories,Asia,2,15,30
HM_103143,2024-03-04 08:16:59.966763,Dresses,Europe,3,60,180
HM_103144,2025-08-15 08:16:59.966763,Bottoms,North America,4,40,160
HM_103145,2025-10-30 08:16:59.966763,Bottoms,Asia,2,40,80
HM_103146,2025-07-23 08:16:59.966763,Outerwear,North America,3,90,270
HM_103147,2024-03-27 08:16:59.966763,Accessories,Middle East,1,15,15
HM_103148,2025-12-02 08:16:59.966763,Footwear,Asia,4,70,280
HM_103149,2026-01-01 08:16:59.966763,Dresses,Europe,3,60,180
HM_103150,2024-03-15 08:16:59.966763,Accessories,South America,1,15,15
HM_103151,2026-01-30 08:16:59.966763,Bottoms,Europe,3,40,120
HM_103152,2025-07-13 08:16:59.966763,Footwear,North America,2,70,140
HM_103153,2025-12-24 08:16:59.966763,Dresses,South America,3,60,180
HM_103154,2024-03-19 08:16:59.966763,Dresses,Europe,1,60,60
HM_103155,2025-12-10 08:16:59.966763,Accessories,Europe,4,15,60
HM_103156,2024-06-03 08:16:59.966763,Outerwear,Europe,2,90,180
HM_103157,2024-12-23 08:16:59.966763,Tops,South America,6,25,150
HM_103158,2025-09-18 08:16:59.966763,Footwear,Europe,3,70,210
HM_103159,2025-06-17 08:16:59.966763,Bottoms,Europe,2,40,80
HM_103160,2024-01-28 08:16:59.966763,Dresses,North America,3,60,180
HM_103161,2026-02-13 08:16:59.966763,Tops,Europe,3,25,75
HM_103162,2025-03-17 08:16:59.966763,Bottoms,Europe,5,40,200
HM_103163,2026-03-06 08:16:59.966763,Dresses,Middle East,3,60,180
HM_103164,2024-02-18 08:16:59.966763,Tops,South America,1,25,25
HM_103165,2024-10-14 08:16:59.966763,Dresses,Middle East,2,60,120
HM_103166,2024-04-23 08:16:59.966763,Outerwear,North America,4,90,360
HM_103167,2025-03-13 08:16:59.966763,Tops,Middle East,2,25,50
HM_103168,2025-02-14 08:16:59.966763,Footwear,Asia,2,70,140
HM_103169,2024-08-12 08:16:59.966763,Dresses,South America,1,60,60
HM_103170,2024-11-10 08:16:59.966763,Accessories,Europe,1,15,15
HM_103171,2024-10-04 08:16:59.966763,Bottoms,Middle East,3,40,120
HM_103172,2024-03-20 08:16:59.966763,Tops,Middle East,2,25,50
HM_103173,2024-04-03 08:16:59.966763,Tops,Europe,5,25,125
HM_103174,2026-01-05 08:16:59.966763,Tops,Europe,1,25,25
HM_103175,2026-01-15 08:16:59.966763,Tops,North America,1,25,25
HM_103176,2024-04-05 08:16:59.966763,Accessories,Middle East,2,15,30
HM_103177,2025-04-14 08:16:59.966763,Outerwear,Middle East,1,90,90
HM_103178,2025-05-13 08:16:59.966763,Footwear,Asia,1,70,70
HM_103179,2025-12-11 08:16:59.966763,Accessories,Asia,3,15,45
HM_103180,2025-03-27 08:16:59.966763,Tops,Middle East,3,25,75
HM_103181,2024-06-28 08:16:59.966763,Bottoms,Asia,1,40,40
HM_103182,2025-01-28 08:16:59.966763,Bottoms,Middle East,3,40,120
HM_103183,2025-07-15 08:16:59.966763,Bottoms,South America,2,40,80
HM_103184,2024-02-29 08:16:59.966763,Dresses,North America,1,60,60
HM_103185,2025-12-23 08:16:59.966763,Dresses,Asia,4,60,240
HM_103186,2025-12-24 08:16:59.966763,Bottoms,Middle East,5,40,200
HM_103187,2026-01-02 08:16:59.966763,Bottoms,Asia,5,40,200
HM_103188,2025-02-18 08:16:59.966763,Footwear,North America,3,70,210
HM_103189,2024-04-09 08:16:59.966763,Footwear,South America,3,70,210
HM_103190,2025-06-12 08:16:59.966763,Bottoms,Europe,5,40,200
HM_103191,2024-10-09 08:16:59.966763,Outerwear,Europe,3,90,270
HM_103192,2025-06-06 08:16:59.966763,Outerwear,Asia,2,90,180
HM_103193,2024-02-22 08:16:59.966763,Bottoms,Middle East,2,40,80
HM_103194,2025-11-06 08:16:59.966763,Bottoms,North America,3,40,120
HM_103195,2024-10-30 08:16:59.966763,Dresses,South America,1,60,60
HM_103196,2026-01-23 08:16:59.966763,Outerwear,South America,4,90,360
HM_103197,2025-11-18 08:16:59.966763,Outerwear,South America,1,90,90
HM_103198,2026-02-03 08:16:59.966763,Tops,Europe,1,25,25
HM_103199,2024-07-30 08:16:59.966763,Bottoms,North America,3,40,120
HM_103200,2026-04-04 08:16:59.966763,Accessories,Europe,5,15,75
HM_103201,2025-02-15 08:16:59.966763,Dresses,Asia,2,60,120
HM_103202,2024-01-16 08:16:59.966763,Tops,South America,1,25,25
HM_103203,2025-12-26 08:16:59.966763,Outerwear,North America,4,90,360
HM_103204,2024-05-25 08:16:59.966763,Accessories,South America,2,15,30
HM_103205,2024-04-29 08:16:59.966763,Footwear,Europe,1,70,70
HM_103206,2025-07-13 08:16:59.966763,Outerwear,Europe,3,90,270
HM_103207,2025-12-12 08:16:59.966763,Footwear,Europe,2,70,140
HM_103208,2024-05-12 08:16:59.966763,Dresses,South America,2,60,120
HM_103209,2026-01-19 08:16:59.966763,Accessories,North America,4,15,60
HM_103210,2024-06-13 08:16:59.966763,Tops,North America,4,25,100
HM_103211,2024-01-01 08:16:59.966763,Accessories,Asia,1,15,15
HM_103212,2024-08-27 08:16:59.966763,Tops,South America,3,25,75
HM_103213,2024-09-21 08:16:59.966763,Accessories,Asia,1,15,15
HM_103214,2024-07-17 08:16:59.966763,Bottoms,Asia,2,40,80
HM_103215,2023-12-10 08:16:59.966763,Tops,Asia,1,25,25
HM_103216,2024-11-13 08:16:59.966763,Tops,Asia,2,25,50
HM_103217,2025-12-13 08:16:59.966763,Tops,Europe,2,25,50
HM_103218,2024-10-16 08:16:59.966763,Footwear,Asia,2,70,140
HM_103219,2025-04-30 08:16:59.966763,Footwear,North America,1,70,70
HM_103220,2023-12-24 08:16:59.966763,Dresses,Asia,1,60,60
HM_103221,2025-11-19 08:16:59.966763,Tops,Europe,2,25,50
HM_103222,2024-05-11 08:16:59.966763,Tops,Middle East,5,25,125
HM_103223,2024-01-04 08:16:59.966763,Tops,Middle East,4,25,100
HM_103224,2024-08-17 08:16:59.966763,Tops,Middle East,3,25,75
HM_103225,2025-01-25 08:16:59.966763,Outerwear,South America,2,90,180
HM_103226,2024-12-06 08:16:59.966763,Bottoms,North America,1,40,40
HM_103227,2024-01-08 08:16:59.966763,Bottoms,Europe,3,40,120
HM_103228,2025-01-17 08:16:59.966763,Tops,Middle East,1,25,25
HM_103229,2024-05-27 08:16:59.966763,Bottoms,Europe,5,40,200
HM_103230,2025-10-08 08:16:59.966763,Dresses,Europe,2,60,120
HM_103231,2024-07-22 08:16:59.966763,Accessories,South America,6,15,90
HM_103232,2024-03-05 08:16:59.966763,Bottoms,Middle East,5,40,200
HM_103233,2025-03-15 08:16:59.966763,Tops,Asia,3,25,75
HM_103234,2024-03-07 08:16:59.966763,Bottoms,Europe,3,40,120
HM_103235,2026-03-03 08:16:59.966763,Bottoms,Middle East,2,40,80
HM_103236,2024-05-25 08:16:59.966763,Bottoms,Europe,4,40,160
HM_103237,2025-09-24 08:16:59.966763,Outerwear,South America,2,90,180
HM_103238,2024-07-11 08:16:59.966763,Accessories,South America,1,15,15
