transaction_id,date,region,category,product_name,units_sold,unit_price,inventory_level,promotion,payment_method,revenue,customer_age,return_flag,supplier_delay_days,date_year,date_month,date_quarter,date_day,supplier_delay_days_year,supplier_delay_days_month,supplier_delay_days_quarter,supplier_delay_days_day,year,month
GROC-102552,2025-05-15,North,Vegetables,Tomato,12,49.75,33.0,1,Card,596.98,18,1,1970-01-01 00:00:00.000000000,2025,5,2,15,1970,1,1,1,2025,5
GROC-102553,2024-12-08,South,Vegetables,Potato,2,122.74,47.0,0,Cash,245.49,52,1,1970-01-01 00:00:00.000000004,2024,12,4,8,1970,1,1,1,2024,12
GROC-102554,2024-05-06,North,Snacks,Biscuits,6,271.98,48.0,0,Card,1631.88,51,1,1970-01-01 00:00:00.000000009,2024,5,2,6,1970,1,1,1,2024,5
GROC-102555,2025-02-09,West,Beverages,Tea,16,313.33,28.0,1,UPI,5013.27,69,1,1970-01-01 00:00:00.000000002,2025,2,1,9,1970,1,1,1,2025,2
GROC-102556,2024-08-21,South,Fruits,Mango,10,14.33,26.0,1,Card,143.28,40,0,1970-01-01 00:00:00.000000001,2024,8,3,21,1970,1,1,1,2024,8
GROC-102557,2025-03-11,South,Beverages,Coffee,6,35.65,8.0,0,Card,213.9,36,0,1970-01-01 00:00:00.000000007,2025,3,1,11,1970,1,1,1,2025,3
GROC-102558,2026-01-13,North,Beverages,Tea,5,280.3,29.0,1,Card,1401.51,58,0,1970-01-01 00:00:00.000000003,2026,1,1,13,1970,1,1,1,2026,1
GROC-102559,2026-03-30,West,Beverages,Energy Drink,7,141.64,22.0,0,Cash,991.48,18,0,1970-01-01 00:00:00.000000010,2026,3,1,30,1970,1,1,1,2026,3
GROC-102560,2024-10-06,South,Fruits,Orange,6,36.71,40.0,1,Card,220.26,68,0,1970-01-01 00:00:00.000000003,2024,10,4,6,1970,1,1,1,2024,10
GROC-102561,2025-03-10,South,Beverages,Tea,15,112.13,37.0,1,Cash,1682.02,66,0,1970-01-01 00:00:00.000000011,2025,3,1,10,1970,1,1,1,2025,3
GROC-102562,2025-11-26,West,Fruits,Mango,22,190.0,,0,Cash,4180.0,63,1,1970-01-01 00:00:00.000000002,2025,11,4,26,1970,1,1,1,2025,11
GROC-102563,2024-12-10,West,Fruits,Banana,1,10.44,18.0,0,Card,10.44,45,1,1970-01-01 00:00:00.000000007,2024,12,4,10,1970,1,1,1,2024,12
GROC-102564,2024-05-11,West,Dairy,Milk,23,165.99,33.0,1,Card,3817.83,65,0,1970-01-01 00:00:00.000000011,2024,5,2,11,1970,1,1,1,2024,5
GROC-102565,2025-03-04,North,Vegetables,Onion,5,183.99,36.0,1,UPI,919.95,37,0,1970-01-01 00:00:00.000000003,2025,3,1,4,1970,1,1,1,2025,3
GROC-102566,2025-12-04,South,Dairy,Paneer,21,129.98,,0,Card,2729.5,30,0,1970-01-01 00:00:00.000000005,2025,12,4,4,1970,1,1,1,2025,12
GROC-102567,2025-10-01,West,Dairy,Milk,12,71.26,60.0,1,UPI,855.08,47,0,1970-01-01 00:00:00.000000009,2025,10,4,1,1970,1,1,1,2025,10
GROC-102568,2024-12-09,North,Beverages,Tea,16,308.18,22.0,1,Card,4930.92,61,1,1970-01-01 00:00:00.000000011,2024,12,4,9,1970,1,1,1,2024,12
GROC-102569,2025-10-30,West,Fruits,Mango,11,94.17,46.0,0,UPI,1035.87,19,0,1970-01-01 00:00:00.000000004,2025,10,4,30,1970,1,1,1,2025,10
GROC-102570,2026-04-22,North,Snacks,Chocolate,12,246.27,43.0,1,UPI,2955.19,34,0,1970-01-01 00:00:00.000000007,2026,4,2,22,1970,1,1,1,2026,4
GROC-102571,2026-04-25,North,Dairy,Paneer,23,247.63,63.0,0,Card,5695.54,67,0,1970-01-01 00:00:00.000000002,2026,4,2,25,1970,1,1,1,2026,4
GROC-102572,2024-05-31,East,Vegetables,Tomato,9,16.1,49.0,0,Card,144.9,64,1,1970-01-01 00:00:00.000000008,2024,5,2,31,1970,1,1,1,2024,5
GROC-102573,2025-04-22,North,Fruits,Apple,20,183.88,34.0,0,Cash,3677.6,18,0,1970-01-01 00:00:00.000000003,2025,4,2,22,1970,1,1,1,2025,4
GROC-102574,2025-01-17,West,Snacks,Namkeen,24,176.93,55.0,1,Card,4246.33,45,0,1970-01-01 00:00:00.000000001,2025,1,1,17,1970,1,1,1,2025,1
GROC-102575,2025-04-05,East,Fruits,Banana,19,212.13,62.0,0,Card,4030.47,41,1,1970-01-01 00:00:00.000000007,2025,4,2,5,1970,1,1,1,2025,4
GROC-102576,2024-06-25,South,Fruits,Banana,9,152.27,38.0,0,Card,1370.43,66,0,1970-01-01 00:00:00.000000000,2024,6,2,25,1970,1,1,1,2024,6
GROC-102577,2025-06-24,East,Beverages,Coffee,19,344.23,,0,Cash,6540.37,51,0,1970-01-01 00:00:00.000000007,2025,6,2,24,1970,1,1,1,2025,6
GROC-102578,2024-11-22,North,Beverages,Tea,8,255.51,57.0,1,Card,2044.11,33,0,1970-01-01 00:00:00.000000002,2024,11,4,22,1970,1,1,1,2024,11
GROC-102579,2025-12-11,West,Vegetables,Carrot,2,36.7,,0,UPI,73.4,24,0,1970-01-01 00:00:00.000000006,2025,12,4,11,1970,1,1,1,2025,12
GROC-102580,2025-07-07,South,Beverages,Cold Drink,15,337.72,44.0,0,Card,5065.8,30,1,1970-01-01 00:00:00.000000008,2025,7,3,7,1970,1,1,1,2025,7
GROC-102581,2026-02-04,South,Vegetables,Spinach,8,62.6,51.0,1,Card,500.8,35,0,1970-01-01 00:00:00.000000006,2026,2,1,4,1970,1,1,1,2026,2
GROC-102582,2026-03-26,West,Dairy,Paneer,22,361.31,33.0,1,UPI,7948.81,46,0,1970-01-01 00:00:00.000000001,2026,3,1,26,1970,1,1,1,2026,3
GROC-102583,2025-08-20,East,Vegetables,Carrot,14,127.4,35.0,0,Cash,1783.6,21,0,1970-01-01 00:00:00.000000010,2025,8,3,20,1970,1,1,1,2025,8
GROC-102584,2025-09-03,South,Vegetables,Potato,3,85.9,15.0,1,Cash,257.71,20,0,1970-01-01 00:00:00.000000002,2025,9,3,3,1970,1,1,1,2025,9
GROC-102585,2025-02-22,North,Beverages,Cold Drink,20,23.35,31.0,1,Cash,466.95,57,0,1970-01-01 00:00:00.000000000,2025,2,1,22,1970,1,1,1,2025,2
GROC-102586,2026-01-29,West,Vegetables,Carrot,15,26.33,51.0,0,Cash,395.01,59,0,1970-01-01 00:00:00.000000011,2026,1,1,29,1970,1,1,1,2026,1
GROC-102587,2024-12-24,North,Fruits,Papaya,19,210.1,27.0,0,UPI,3991.9,24,1,1970-01-01 00:00:00.000000001,2024,12,4,24,1970,1,1,1,2024,12
GROC-102588,2025-01-23,South,Dairy,Paneer,17,367.11,35.0,1,UPI,6240.87,27,0,1970-01-01 00:00:00.000000010,2025,1,1,23,1970,1,1,1,2025,1
GROC-102589,2026-03-20,South,Snacks,Biscuits,8,10.15,43.0,0,UPI,81.2,42,1,1970-01-01 00:00:00.000000000,2026,3,1,20,1970,1,1,1,2026,3
GROC-102590,2025-12-06,West,Vegetables,Tomato,5,83.72,54.0,1,Card,418.62,43,1,1970-01-01 00:00:00.000000011,2025,12,4,6,1970,1,1,1,2025,12
GROC-102591,2025-10-19,West,Fruits,Orange,12,328.63,25.0,0,Card,3943.56,68,0,1970-01-01 00:00:00.000000009,2025,10,4,19,1970,1,1,1,2025,10
GROC-102592,2024-07-21,West,Beverages,Cold Drink,2,273.89,35.0,0,UPI,547.78,62,0,1970-01-01 00:00:00.000000003,2024,7,3,21,1970,1,1,1,2024,7
GROC-102593,2025-01-10,North,Beverages,Coffee,16,248.47,29.0,0,Cash,3975.52,38,0,1970-01-01 00:00:00.000000010,2025,1,1,10,1970,1,1,1,2025,1
GROC-102594,2025-02-15,East,Fruits,Banana,7,184.23,27.0,1,Card,1289.63,35,0,1970-01-01 00:00:00.000000008,2025,2,1,15,1970,1,1,1,2025,2
GROC-102595,2026-03-10,East,Snacks,Candy,4,70.74,6.0,1,Card,282.94,38,0,1970-01-01 00:00:00.000000011,2026,3,1,10,1970,1,1,1,2026,3
GROC-102596,2026-03-26,West,Vegetables,Tomato,20,61.17,31.0,0,UPI,1223.46,33,0,1970-01-01 00:00:00.000000004,2026,3,1,26,1970,1,1,1,2026,3
GROC-102597,2024-11-17,North,Snacks,Biscuits,13,111.64,30.0,1,Card,1451.26,32,0,1970-01-01 00:00:00.000000009,2024,11,4,17,1970,1,1,1,2024,11
GROC-102598,2025-09-10,South,Snacks,Chocolate,19,208.63,29.0,1,Cash,3963.97,48,1,1970-01-01 00:00:00.000000003,2025,9,3,10,1970,1,1,1,2025,9
GROC-102599,2026-01-05,West,Vegetables,Tomato,23,169.22,54.0,0,UPI,3892.17,58,1,1970-01-01 00:00:00.000000000,2026,1,1,5,1970,1,1,1,2026,1
GROC-102600,2025-09-25,East,Dairy,Curd,1,57.46,19.0,0,Cash,57.46,44,0,1970-01-01 00:00:00.000000004,2025,9,3,25,1970,1,1,1,2025,9
GROC-102601,2025-08-31,North,Snacks,Chocolate,1,200.72,21.0,1,Cash,200.72,43,1,1970-01-01 00:00:00.000000002,2025,8,3,31,1970,1,1,1,2025,8
GROC-102602,2025-08-13,North,Fruits,Orange,20,162.41,29.0,1,Cash,3248.21,20,0,1970-01-01 00:00:00.000000002,2025,8,3,13,1970,1,1,1,2025,8
GROC-102603,2025-03-29,East,Vegetables,Spinach,2,243.82,,0,Card,487.65,64,0,1970-01-01 00:00:00.000000004,2025,3,1,29,1970,1,1,1,2025,3
GROC-102604,2024-05-25,West,Beverages,Coffee,10,294.87,17.0,0,Card,2948.7,48,1,1970-01-01 00:00:00.000000006,2024,5,2,25,1970,1,1,1,2024,5
GROC-102605,2025-03-28,West,Snacks,Namkeen,2,92.85,23.0,0,Cash,185.7,48,0,1970-01-01 00:00:00.000000003,2025,3,1,28,1970,1,1,1,2025,3
GROC-102606,2025-04-07,West,Vegetables,Spinach,9,69.8,36.0,0,Cash,628.24,64,0,1970-01-01 00:00:00.000000008,2025,4,2,7,1970,1,1,1,2025,4
GROC-102607,2026-03-15,West,Fruits,Apple,16,245.82,59.0,1,UPI,3933.06,24,0,1970-01-01 00:00:00.000000002,2026,3,1,15,1970,1,1,1,2026,3
GROC-102608,2025-12-24,East,Beverages,Tea,18,77.66,,1,Cash,1397.81,19,0,1970-01-01 00:00:00.000000007,2025,12,4,24,1970,1,1,1,2025,12
GROC-102609,2025-07-23,South,Dairy,Milk,21,412.9,68.0,1,Card,8670.87,25,0,1970-01-01 00:00:00.000000000,2025,7,3,23,1970,1,1,1,2025,7
GROC-102610,2025-12-08,East,Snacks,Candy,2,244.82,41.0,1,Card,489.63,49,0,1970-01-01 00:00:00.000000002,2025,12,4,8,1970,1,1,1,2025,12
GROC-102611,2024-08-25,South,Beverages,Coffee,10,64.99,30.0,1,UPI,649.9,54,0,1970-01-01 00:00:00.000000011,2024,8,3,25,1970,1,1,1,2024,8
GROC-102612,2025-08-31,West,Beverages,Juice,21,270.07,33.0,1,Card,5671.42,20,0,1970-01-01 00:00:00.000000011,2025,8,3,31,1970,1,1,1,2025,8
GROC-102613,2025-01-20,South,Beverages,Coffee,23,274.35,62.0,0,Cash,6310.05,28,0,1970-01-01 00:00:00.000000001,2025,1,1,20,1970,1,1,1,2025,1
GROC-102614,2024-07-06,West,Fruits,Orange,2,108.87,32.0,0,UPI,217.74,46,1,1970-01-01 00:00:00.000000003,2024,7,3,6,1970,1,1,1,2024,7
GROC-102615,2024-05-08,West,Fruits,Mango,8,23.2,44.0,1,Cash,185.62,61,0,1970-01-01 00:00:00.000000004,2024,5,2,8,1970,1,1,1,2024,5
GROC-102616,2024-05-12,North,Vegetables,Onion,3,201.38,21.0,1,UPI,604.15,41,0,1970-01-01 00:00:00.000000011,2024,5,2,12,1970,1,1,1,2024,5
GROC-102617,2025-09-17,North,Snacks,Candy,13,262.3,51.0,1,UPI,3409.85,58,0,1970-01-01 00:00:00.000000004,2025,9,3,17,1970,1,1,1,2025,9
GROC-102618,2025-11-07,West,Vegetables,Potato,6,235.31,,0,Cash,1411.87,39,0,1970-01-01 00:00:00.000000010,2025,11,4,7,1970,1,1,1,2025,11
GROC-102619,2024-10-11,South,Snacks,Chocolate,22,44.29,26.0,1,UPI,974.48,24,0,1970-01-01 00:00:00.000000009,2024,10,4,11,1970,1,1,1,2024,10
GROC-102620,2026-04-06,West,Beverages,Tea,17,207.2,59.0,1,UPI,3522.48,35,0,1970-01-01 00:00:00.000000005,2026,4,2,6,1970,1,1,1,2026,4
GROC-102621,2025-06-01,South,Dairy,Paneer,3,417.52,12.0,1,UPI,1252.56,69,0,1970-01-01 00:00:00.000000008,2025,6,2,1,1970,1,1,1,2025,6
GROC-102622,2025-08-13,South,Dairy,Paneer,24,430.98,34.0,0,Card,10343.42,59,1,1970-01-01 00:00:00.000000000,2025,8,3,13,1970,1,1,1,2025,8
GROC-102623,2025-01-03,South,Fruits,Mango,10,178.56,46.0,1,Card,1785.57,63,1,1970-01-01 00:00:00.000000005,2025,1,1,3,1970,1,1,1,2025,1
GROC-102624,2025-08-04,East,Dairy,Milk,14,376.6,24.0,0,UPI,5272.4,24,1,1970-01-01 00:00:00.000000008,2025,8,3,4,1970,1,1,1,2025,8
GROC-102625,2026-03-21,South,Fruits,Banana,12,102.56,32.0,1,Card,1230.74,41,0,1970-01-01 00:00:00.000000004,2026,3,1,21,1970,1,1,1,2026,3
GROC-102626,2024-11-18,East,Snacks,Candy,11,78.34,58.0,1,UPI,861.78,49,0,1970-01-01 00:00:00.000000000,2024,11,4,18,1970,1,1,1,2024,11
GROC-102627,2025-09-30,South,Beverages,Tea,14,139.37,46.0,1,Cash,1951.18,29,1,1970-01-01 00:00:00.000000003,2025,9,3,30,1970,1,1,1,2025,9
GROC-102628,2025-07-04,West,Fruits,Apple,6,297.33,,1,Card,1783.96,61,0,1970-01-01 00:00:00.000000007,2025,7,3,4,1970,1,1,1,2025,7
GROC-102629,2024-09-30,West,Vegetables,Onion,18,79.65,31.0,0,UPI,1433.75,69,0,1970-01-01 00:00:00.000000000,2024,9,3,30,1970,1,1,1,2024,9
GROC-102630,2026-02-20,West,Fruits,Mango,16,288.36,35.0,1,Card,4613.82,59,0,1970-01-01 00:00:00.000000008,2026,2,1,20,1970,1,1,1,2026,2
GROC-102631,2026-04-26,West,Beverages,Coffee,21,318.25,38.0,0,Cash,6683.25,22,0,1970-01-01 00:00:00.000000001,2026,4,2,26,1970,1,1,1,2026,4
GROC-102632,2025-02-04,North,Fruits,Papaya,20,161.49,26.0,1,Card,3229.78,48,0,1970-01-01 00:00:00.000000011,2025,2,1,4,1970,1,1,1,2025,2
GROC-102633,2025-11-04,South,Snacks,Biscuits,7,54.51,10.0,0,Cash,381.57,55,0,1970-01-01 00:00:00.000000002,2025,11,4,4,1970,1,1,1,2025,11
GROC-102634,2024-12-12,South,Fruits,Banana,13,231.17,52.0,1,UPI,3005.27,19,1,1970-01-01 00:00:00.000000004,2024,12,4,12,1970,1,1,1,2024,12
GROC-102635,2024-08-30,East,Vegetables,Onion,11,98.66,32.0,1,UPI,1085.21,43,0,1970-01-01 00:00:00.000000007,2024,8,3,30,1970,1,1,1,2024,8
GROC-102636,2025-09-06,West,Beverages,Coffee,19,252.22,20.0,0,Card,4792.18,24,0,1970-01-01 00:00:00.000000004,2025,9,3,6,1970,1,1,1,2025,9
GROC-102637,2025-02-04,South,Snacks,Chips,20,92.93,57.0,1,Card,1858.6,24,0,1970-01-01 00:00:00.000000009,2025,2,1,4,1970,1,1,1,2025,2
GROC-102638,2025-10-03,East,Vegetables,Potato,16,202.69,60.0,0,UPI,3243.07,45,0,1970-01-01 00:00:00.000000006,2025,10,4,3,1970,1,1,1,2025,10
GROC-102639,2024-06-04,East,Dairy,Milk,7,38.26,,0,Card,267.83,47,0,1970-01-01 00:00:00.000000011,2024,6,2,4,1970,1,1,1,2024,6
GROC-102640,2025-10-06,South,Vegetables,Potato,7,111.8,49.0,0,Card,782.58,18,0,1970-01-01 00:00:00.000000010,2025,10,4,6,1970,1,1,1,2025,10
GROC-102641,2025-02-25,South,Vegetables,Spinach,12,77.12,37.0,1,Cash,925.44,44,0,1970-01-01 00:00:00.000000008,2025,2,1,25,1970,1,1,1,2025,2
GROC-102642,2024-11-25,North,Snacks,Candy,13,52.9,58.0,0,Cash,687.7,57,0,1970-01-01 00:00:00.000000009,2024,11,4,25,1970,1,1,1,2024,11
GROC-102643,2026-03-13,North,Fruits,Banana,6,127.54,33.0,0,Card,765.24,39,0,1970-01-01 00:00:00.000000005,2026,3,1,13,1970,1,1,1,2026,3
GROC-102644,2026-04-15,North,Vegetables,Potato,22,212.38,34.0,1,Cash,4672.39,57,0,1970-01-01 00:00:00.000000008,2026,4,2,15,1970,1,1,1,2026,4
GROC-102645,2026-03-22,South,Vegetables,Tomato,3,141.1,44.0,1,UPI,423.31,42,0,1970-01-01 00:00:00.000000007,2026,3,1,22,1970,1,1,1,2026,3
GROC-102646,2024-06-05,North,Snacks,Candy,3,77.74,44.0,0,Cash,233.22,62,0,1970-01-01 00:00:00.000000001,2024,6,2,5,1970,1,1,1,2024,6
GROC-102647,2025-05-21,West,Snacks,Biscuits,22,333.87,56.0,0,UPI,7345.14,56,0,1970-01-01 00:00:00.000000005,2025,5,2,21,1970,1,1,1,2025,5
GROC-102648,2026-03-31,South,Snacks,Biscuits,9,242.61,30.0,1,Cash,2183.5,38,1,1970-01-01 00:00:00.000000009,2026,3,1,31,1970,1,1,1,2026,3
GROC-102649,2025-05-01,West,Dairy,Paneer,13,73.92,43.0,0,UPI,960.96,39,0,1970-01-01 00:00:00.000000009,2025,5,2,1,1970,1,1,1,2025,5
GROC-102650,2026-04-22,North,Vegetables,Onion,11,117.18,11.0,0,UPI,1288.98,54,0,1970-01-01 00:00:00.000000007,2026,4,2,22,1970,1,1,1,2026,4
GROC-102651,2025-04-03,North,Vegetables,Potato,24,195.07,55.0,0,Card,4681.66,34,0,1970-01-01 00:00:00.000000008,2025,4,2,3,1970,1,1,1,2025,4
GROC-102652,2025-03-07,South,Snacks,Chips,2,181.19,18.0,0,Cash,362.38,26,0,1970-01-01 00:00:00.000000004,2025,3,1,7,1970,1,1,1,2025,3
GROC-102653,2024-09-24,West,Fruits,Mango,7,56.52,38.0,1,Card,395.61,31,0,1970-01-01 00:00:00.000000003,2024,9,3,24,1970,1,1,1,2024,9
GROC-102654,2024-08-12,North,Snacks,Biscuits,14,251.39,25.0,0,Card,3519.46,36,0,1970-01-01 00:00:00.000000011,2024,8,3,12,1970,1,1,1,2024,8
GROC-102655,2026-02-20,North,Fruits,Apple,10,29.61,38.0,0,,296.1,22,0,1970-01-01 00:00:00.000000004,2026,2,1,20,1970,1,1,1,2026,2
GROC-102656,2024-07-28,North,Vegetables,Potato,3,198.01,25.0,1,UPI,594.04,33,1,1970-01-01 00:00:00.000000010,2024,7,3,28,1970,1,1,1,2024,7
GROC-102657,2026-03-04,South,Beverages,Energy Drink,20,71.48,64.0,1,UPI,1429.56,23,0,1970-01-01 00:00:00.000000001,2026,3,1,4,1970,1,1,1,2026,3
GROC-102658,2024-05-13,West,Beverages,Juice,7,310.67,20.0,1,Cash,2174.71,18,1,1970-01-01 00:00:00.000000000,2024,5,2,13,1970,1,1,1,2024,5
GROC-102659,2025-07-08,East,Beverages,Tea,22,310.51,48.0,1,UPI,6831.25,66,0,1970-01-01 00:00:00.000000009,2025,7,3,8,1970,1,1,1,2025,7
GROC-102660,2024-06-17,West,Vegetables,Potato,2,189.93,21.0,0,Cash,379.86,67,0,1970-01-01 00:00:00.000000000,2024,6,2,17,1970,1,1,1,2024,6
GROC-102661,2024-09-05,North,Fruits,Apple,6,317.85,17.0,0,UPI,1907.1,65,1,1970-01-01 00:00:00.000000007,2024,9,3,5,1970,1,1,1,2024,9
GROC-102662,2024-11-03,South,Vegetables,Onion,1,226.92,37.0,1,UPI,226.92,59,0,1970-01-01 00:00:00.000000011,2024,11,4,3,1970,1,1,1,2024,11
GROC-102663,2024-11-12,West,Fruits,Mango,8,344.81,48.0,0,UPI,2758.48,26,0,1970-01-01 00:00:00.000000006,2024,11,4,12,1970,1,1,1,2024,11
GROC-102664,2024-11-14,South,Dairy,Paneer,6,290.79,54.0,0,Card,1744.76,35,0,1970-01-01 00:00:00.000000009,2024,11,4,14,1970,1,1,1,2024,11
GROC-102665,2026-01-21,West,Vegetables,Carrot,11,137.49,20.0,0,UPI,1512.36,68,0,1970-01-01 00:00:00.000000006,2026,1,1,21,1970,1,1,1,2026,1
GROC-102666,2026-04-03,West,Snacks,Namkeen,12,115.74,47.0,1,UPI,1388.82,61,0,1970-01-01 00:00:00.000000006,2026,4,2,3,1970,1,1,1,2026,4
GROC-102667,2024-07-04,East,Vegetables,Spinach,17,184.12,59.0,1,Cash,3129.97,39,0,1970-01-01 00:00:00.000000006,2024,7,3,4,1970,1,1,1,2024,7
GROC-102668,2025-12-08,South,Fruits,Papaya,22,49.98,71.0,0,UPI,1099.56,25,0,1970-01-01 00:00:00.000000005,2025,12,4,8,1970,1,1,1,2025,12
GROC-102669,2025-07-02,North,Beverages,Coffee,11,28.17,31.0,0,UPI,309.87,27,0,1970-01-01 00:00:00.000000001,2025,7,3,2,1970,1,1,1,2025,7
GROC-102670,2024-11-20,North,Snacks,Biscuits,17,178.05,17.0,1,Cash,3026.93,49,0,1970-01-01 00:00:00.000000006,2024,11,4,20,1970,1,1,1,2024,11
GROC-102671,2025-08-24,East,Fruits,Orange,11,74.61,58.0,0,UPI,820.71,52,0,1970-01-01 00:00:00.000000005,2025,8,3,24,1970,1,1,1,2025,8
GROC-102672,2024-09-03,West,Dairy,Cheese,19,230.17,21.0,1,,4373.29,50,1,1970-01-01 00:00:00.000000009,2024,9,3,3,1970,1,1,1,2024,9
GROC-102673,2024-08-27,West,Beverages,Juice,4,78.11,8.0,1,UPI,312.45,40,1,1970-01-01 00:00:00.000000009,2024,8,3,27,1970,1,1,1,2024,8
GROC-102674,2024-05-15,North,Vegetables,Tomato,3,190.62,6.0,1,Cash,571.86,32,1,1970-01-01 00:00:00.000000008,2024,5,2,15,1970,1,1,1,2024,5
GROC-102675,2026-04-01,East,Fruits,Mango,2,304.34,2.0,0,Cash,608.68,60,0,1970-01-01 00:00:00.000000004,2026,4,2,1,1970,1,1,1,2026,4
GROC-102676,2025-01-24,West,Fruits,Orange,3,223.23,33.0,0,Card,669.69,63,1,1970-01-01 00:00:00.000000003,2025,1,1,24,1970,1,1,1,2025,1
GROC-102677,2024-11-25,East,Beverages,Cold Drink,10,256.15,33.0,1,UPI,2561.51,59,0,1970-01-01 00:00:00.000000007,2024,11,4,25,1970,1,1,1,2024,11
GROC-102678,2026-04-25,West,Snacks,Candy,10,47.21,11.0,1,UPI,472.08,41,1,1970-01-01 00:00:00.000000001,2026,4,2,25,1970,1,1,1,2026,4
GROC-102679,2026-01-09,West,Fruits,Mango,11,269.88,17.0,1,,2968.71,38,0,1970-01-01 00:00:00.000000004,2026,1,1,9,1970,1,1,1,2026,1
GROC-102680,2025-01-30,West,Snacks,Candy,3,24.1,50.0,0,Card,72.3,44,1,1970-01-01 00:00:00.000000011,2025,1,1,30,1970,1,1,1,2025,1
GROC-102681,2024-06-10,West,Fruits,Papaya,5,73.36,49.0,1,Cash,366.8,48,1,1970-01-01 00:00:00.000000006,2024,6,2,10,1970,1,1,1,2024,6
GROC-102682,2024-04-29,North,Vegetables,Potato,5,168.69,,0,Cash,843.43,47,0,1970-01-01 00:00:00.000000009,2024,4,2,29,1970,1,1,1,2024,4
GROC-102683,2025-03-17,East,Dairy,Milk,23,350.25,52.0,0,UPI,8055.8,35,1,1970-01-01 00:00:00.000000008,2025,3,1,17,1970,1,1,1,2025,3
GROC-102684,2024-11-02,East,Fruits,Orange,14,231.57,29.0,1,Cash,3242.03,51,0,1970-01-01 00:00:00.000000011,2024,11,4,2,1970,1,1,1,2024,11
GROC-102685,2024-06-17,South,Fruits,Orange,13,290.85,62.0,1,UPI,3781.08,21,1,1970-01-01 00:00:00.000000011,2024,6,2,17,1970,1,1,1,2024,6
GROC-102686,2025-02-04,East,Vegetables,Onion,19,21.82,36.0,1,Cash,414.56,22,1,1970-01-01 00:00:00.000000001,2025,2,1,4,1970,1,1,1,2025,2
GROC-102687,2025-07-24,West,Fruits,Banana,20,197.79,60.0,0,Card,3955.8,45,0,1970-01-01 00:00:00.000000002,2025,7,3,24,1970,1,1,1,2025,7
GROC-102688,2026-02-28,East,Beverages,Tea,5,76.12,25.0,1,Cash,380.6,41,0,1970-01-01 00:00:00.000000008,2026,2,1,28,1970,1,1,1,2026,2
GROC-102689,2026-02-18,North,Vegetables,Tomato,22,206.84,23.0,0,Cash,4550.39,68,0,1970-01-01 00:00:00.000000008,2026,2,1,18,1970,1,1,1,2026,2
GROC-102690,2025-08-30,North,Fruits,Apple,14,230.12,48.0,0,Card,3221.68,55,1,1970-01-01 00:00:00.000000001,2025,8,3,30,1970,1,1,1,2025,8
GROC-102691,2025-06-26,North,Dairy,Cheese,20,178.85,45.0,1,Card,3576.94,53,0,1970-01-01 00:00:00.000000008,2025,6,2,26,1970,1,1,1,2025,6
GROC-102692,2026-03-15,East,Beverages,Energy Drink,6,106.24,44.0,0,Card,637.44,39,0,1970-01-01 00:00:00.000000000,2026,3,1,15,1970,1,1,1,2026,3
GROC-102693,2025-04-20,East,Snacks,Namkeen,4,240.2,9.0,1,Cash,960.78,25,1,1970-01-01 00:00:00.000000002,2025,4,2,20,1970,1,1,1,2025,4
GROC-102694,2024-07-26,South,Fruits,Papaya,3,177.66,9.0,0,Cash,532.98,55,0,1970-01-01 00:00:00.000000002,2024,7,3,26,1970,1,1,1,2024,7
GROC-102695,2025-11-12,West,Fruits,Papaya,20,161.32,20.0,1,Cash,3226.44,20,1,1970-01-01 00:00:00.000000005,2025,11,4,12,1970,1,1,1,2025,11
GROC-102696,2025-07-20,West,Dairy,Milk,5,301.38,12.0,1,,1506.89,32,1,1970-01-01 00:00:00.000000010,2025,7,3,20,1970,1,1,1,2025,7
GROC-102697,2026-02-03,West,Fruits,Orange,2,124.19,23.0,0,Cash,248.38,29,0,1970-01-01 00:00:00.000000002,2026,2,1,3,1970,1,1,1,2026,2
GROC-102698,2025-03-27,West,Fruits,Papaya,24,26.85,69.0,0,Cash,644.4,32,1,1970-01-01 00:00:00.000000008,2025,3,1,27,1970,1,1,1,2025,3
GROC-102699,2026-04-03,North,Vegetables,Potato,21,236.46,38.0,0,Card,4965.66,29,0,1970-01-01 00:00:00.000000009,2026,4,2,3,1970,1,1,1,2026,4
GROC-102700,2025-04-16,West,Dairy,Curd,9,160.08,38.0,1,Cash,1440.72,60,0,1970-01-01 00:00:00.000000000,2025,4,2,16,1970,1,1,1,2025,4
GROC-102701,2025-01-16,North,Fruits,Apple,1,225.58,31.0,0,Cash,225.58,65,0,1970-01-01 00:00:00.000000001,2025,1,1,16,1970,1,1,1,2025,1
GROC-102702,2026-03-25,East,Vegetables,Tomato,13,34.2,57.0,0,UPI,444.54,52,1,1970-01-01 00:00:00.000000001,2026,3,1,25,1970,1,1,1,2026,3
GROC-102703,2024-10-28,West,Beverages,Cold Drink,1,274.29,25.0,1,UPI,274.29,41,0,1970-01-01 00:00:00.000000002,2024,10,4,28,1970,1,1,1,2024,10
GROC-102704,2025-01-21,North,Fruits,Mango,9,217.74,26.0,1,Cash,1959.63,20,0,1970-01-01 00:00:00.000000002,2025,1,1,21,1970,1,1,1,2025,1
GROC-102705,2025-02-15,North,Beverages,Juice,19,182.1,28.0,1,UPI,3459.81,54,1,1970-01-01 00:00:00.000000004,2025,2,1,15,1970,1,1,1,2025,2
