invoice_id,date,region,category,product_name,units_sold,wholesale_price,retail_price,revenue,inventory_level,damage_units,returned_items,festival_sale,supplier_name,customer_rating
STEEL-4752,2026-03-15,Pune,Spatulas,Cooking Spatula,52,178.2,252.85,13148.21,496,3,0,0,"Gilbert, Cook and Perkins",2.6
STEEL-4753,2023-10-26,Hyderabad,Forks,Fruit Fork,104,185.05,386.39,40184.37,193,0,0,0,Johnson-Gray,2.7
STEEL-4754,2026-01-20,Delhi,Spatulas,Cooking Spatula,20,215.14,415.65,8312.99,159,0,3,0,Garrison-Strong,3.1
STEEL-4755,2023-09-17,Mumbai,Bowls,Rice Bowl,123,56.25,126.33,15539.03,242,5,2,0,"Haynes, Montoya and Fisher",3.1
STEEL-4756,2025-10-22,Hyderabad,Bowls,Serving Bowl,109,299.59,359.52,39187.18,274,5,2,0,Wise Ltd,4.1
STEEL-4757,2023-08-11,Pune,Bowls,Soup Bowl,66,160.67,372.3,24572.04,444,2,2,0,Ochoa LLC,2.7
STEEL-4758,2024-11-05,Ahmedabad,Bowls,Rice Bowl,52,61.31,89.0,4627.76,335,4,2,1,Bradley Inc,
STEEL-4759,2024-09-03,Pune,Glasses,Tall Glass,110,84.79,175.99,19358.58,193,0,2,1,Robinson-Thompson,3.0
STEEL-4760,2026-03-30,Delhi,Glasses,Water Glass,31,277.96,666.72,20668.39,234,4,3,0,"Jackson, Williams and Ferguson",4.9
STEEL-4761,2024-02-27,Pune,Spatulas,BBQ Spatula,31,41.36,83.99,2603.79,187,2,0,1,Luna Inc,3.4
STEEL-4762,2023-07-26,Pune,Plates,Thali Plate,127,133.42,282.54,35883.03,593,2,2,1,"Cox, Phillips and Lopez",4.4
STEEL-4763,2023-08-25,Mumbai,Knives,Fruit Knife,98,75.89,186.7,18296.74,242,4,1,1,"Lopez, Mcclain and Hall",3.3
STEEL-4764,2026-01-30,Delhi,Plates,Thali Plate,120,135.67,316.94,38032.82,480,5,0,1,Silva-Perez,3.1
STEEL-4765,2023-12-19,Hyderabad,Knives,Butter Knife,125,88.11,148.53,18566.44,325,3,3,0,"Shaffer, Johnston and Gould",4.2
STEEL-4766,2024-04-17,Hyderabad,Forks,Dinner Fork,97,238.61,336.08,32599.97,235,4,3,0,Bryant and Sons,2.6
STEEL-4767,2023-10-20,Mumbai,Bowls,Serving Bowl,141,298.09,530.93,74860.91,507,0,0,0,Ramos-Black,
STEEL-4768,2024-10-15,Pune,Spoons,Serving Spoon,41,107.39,256.19,10503.72,342,5,1,0,"Williams, Horne and Fields",2.8
STEEL-4769,2025-02-18,Mumbai,Knives,Butter Knife,60,166.75,263.39,15803.42,555,5,2,1,Mckay and Sons,4.6
STEEL-4770,2023-09-02,Pune,Glasses,Water Glass,80,103.48,241.0,19280.12,187,5,0,0,Cooper-Stout,4.6
STEEL-4771,2023-06-03,Pune,Spoons,Dessert Spoon,88,150.84,310.55,27328.69,277,1,2,1,"Long, Fletcher and Maldonado",4.1
STEEL-4772,2024-03-28,Hyderabad,Spatulas,BBQ Spatula,91,22.47,36.06,3281.2,370,5,1,0,Perry-Henson,3.9
STEEL-4773,2024-01-01,Ahmedabad,Bowls,Serving Bowl,39,62.6,128.07,4994.69,400,3,3,1,"Russo, Fuentes and Johnson",3.4
STEEL-4774,2023-08-18,Pune,Glasses,Water Glass,102,151.09,337.87,34462.94,234,0,3,0,"Scott, Ruiz and Flynn",
STEEL-4775,2025-07-21,Ahmedabad,Bowls,Serving Bowl,22,55.42,128.74,2832.38,373,3,3,0,Salinas Inc,4.1
STEEL-4776,2026-02-14,Pune,Bowls,Soup Bowl,10,225.44,330.49,3304.9,458,0,3,0,French Inc,3.9
STEEL-4777,2025-03-19,Delhi,Forks,Fruit Fork,70,88.82,216.0,15120.08,134,2,2,1,Romero Group,2.7
STEEL-4778,2026-04-01,Mumbai,Forks,Dinner Fork,46,155.3,273.04,12559.8,102,4,2,0,Herman Ltd,2.7
STEEL-4779,2024-03-23,Pune,Spoons,Serving Spoon,74,93.24,201.55,14914.63,283,0,1,1,,
STEEL-4780,2023-11-24,Hyderabad,Bowls,Rice Bowl,87,92.25,214.93,18699.23,331,2,1,1,Martinez Group,3.8
STEEL-4781,2025-08-09,Pune,Glasses,Water Glass,142,188.98,402.81,57198.52,224,1,0,0,"Warren, Church and Hanna",
STEEL-4782,2025-04-20,Ahmedabad,Glasses,Juice Glass,119,254.47,462.27,55010.23,392,5,0,1,"Pacheco, Jordan and Durham",3.6
STEEL-4783,2023-07-12,Mumbai,Bowls,Serving Bowl,48,105.15,240.26,11532.59,440,5,2,0,Jackson-Snyder,4.3
STEEL-4784,2024-02-08,Ahmedabad,Knives,Butter Knife,129,55.28,101.66,13114.16,488,0,3,1,Miller-Hahn,
STEEL-4785,2023-12-26,Delhi,Plates,Round Plate,101,241.29,416.75,42091.74,280,0,3,1,Daniels-Nelson,2.6
STEEL-4786,2024-11-20,Ahmedabad,Bowls,Rice Bowl,99,123.43,251.93,24941.23,189,5,2,1,Roberts-Smith,4.3
STEEL-4787,2025-03-10,Mumbai,Glasses,Juice Glass,11,129.22,226.92,2496.11,377,0,1,1,Clark-Gonzalez,4.7
STEEL-4788,2024-09-03,Mumbai,Spatulas,Flat Spatula,32,258.49,514.11,16451.53,96,2,3,0,"Perez, Jones and Levine",4.9
STEEL-4789,2025-02-20,Mumbai,Spatulas,BBQ Spatula,11,208.28,337.64,3714.08,456,4,1,1,Quinn LLC,3.8
STEEL-4790,2025-08-27,Pune,Knives,Kitchen Knife,77,23.02,37.26,2869.36,397,2,1,1,Mcneil-Abbott,3.6
STEEL-4791,2025-08-22,Pune,Plates,Round Plate,36,27.08,57.43,2067.37,350,2,2,0,Holmes-Calhoun,3.4
STEEL-4792,2023-10-21,Pune,Glasses,Water Glass,34,277.19,355.63,12091.57,350,5,2,1,"Rhodes, Duffy and Ellis",3.9
STEEL-4793,2024-12-31,Ahmedabad,Bowls,Rice Bowl,92,218.33,484.29,44555.05,507,1,3,1,Castillo LLC,3.3
STEEL-4794,2024-04-01,Mumbai,Plates,Steel Plate,119,220.96,447.39,53239.81,325,3,2,0,Wells Ltd,4.4
STEEL-4795,2024-02-04,Pune,Plates,Thali Plate,58,258.76,386.76,22432.07,261,0,2,1,Gaines-Morris,3.7
STEEL-4796,2024-06-04,Ahmedabad,Knives,Kitchen Knife,108,70.71,143.51,15499.03,169,5,1,0,Gomez Group,2.6
STEEL-4797,2025-12-25,Mumbai,Plates,Steel Plate,121,205.44,343.67,41583.65,213,5,2,1,Zamora LLC,2.6
STEEL-4798,2025-09-22,Ahmedabad,Forks,Fruit Fork,50,194.76,363.15,18157.25,363,2,0,0,Owen Group,4.9
STEEL-4799,2025-10-02,Delhi,Spoons,Serving Spoon,44,209.16,301.29,13256.6,458,3,2,0,Waters-Diaz,4.5
STEEL-4800,2026-04-07,Pune,Bowls,Soup Bowl,93,61.33,136.31,12677.06,393,3,2,0,Knight-Peterson,3.6
STEEL-4801,2023-05-01,Ahmedabad,Bowls,Soup Bowl,24,298.49,438.18,10516.26,360,0,0,1,"Thompson, Hatfield and Martinez",2.5
STEEL-4802,2024-07-04,Ahmedabad,Glasses,Water Glass,63,178.41,255.54,16099.08,446,2,3,0,Levine Group,3.7
STEEL-4803,2025-07-12,Ahmedabad,Plates,Thali Plate,18,62.76,78.33,1409.98,117,0,3,1,Walters Group,4.1
STEEL-4804,2025-04-30,Pune,Plates,Round Plate,27,55.71,123.08,3323.26,219,1,2,1,Lee Ltd,3.2
STEEL-4805,2026-04-20,Hyderabad,Knives,Kitchen Knife,34,299.72,675.0,22950.09,336,4,2,1,"Adams, Hernandez and Mckee",2.6
STEEL-4806,2023-09-01,Ahmedabad,Plates,Round Plate,98,255.26,563.28,55201.65,425,5,0,0,Arnold Ltd,3.1
STEEL-4807,2025-10-12,Ahmedabad,Forks,Mini Fork,119,68.92,137.19,16325.42,296,3,0,1,"Williams, Lee and Perez",4.6
STEEL-4808,2025-02-17,Ahmedabad,Bowls,Soup Bowl,126,18.13,30.55,3849.32,463,2,3,0,"Gibson, Stein and King",3.2
STEEL-4809,2024-03-29,Mumbai,Plates,Thali Plate,12,67.42,105.79,1269.49,189,4,3,1,"Chan, Edwards and Ramsey",4.9
STEEL-4810,2023-08-07,Pune,Bowls,Soup Bowl,65,237.68,558.78,36320.49,145,1,3,1,"Gonzalez, Valenzuela and Foster",3.0
STEEL-4811,2026-03-10,Mumbai,Forks,Mini Fork,88,43.44,55.41,4876.12,188,0,3,1,Erickson-Carter,4.9
STEEL-4812,2024-03-21,Delhi,Bowls,Rice Bowl,121,241.62,342.74,41471.42,481,2,0,1,"Sellers, Brown and Martinez",3.9
STEEL-4813,2024-08-18,Mumbai,Knives,Fruit Knife,60,229.49,430.96,25857.31,110,3,3,0,"Wilcox, Villarreal and Allen",4.5
STEEL-4814,2024-07-21,Hyderabad,Glasses,Tall Glass,109,39.22,47.14,5138.48,452,3,1,0,Powell PLC,4.5
STEEL-4815,2023-05-26,Mumbai,Glasses,Juice Glass,117,294.7,630.86,73810.38,359,1,3,0,Hamilton-Lambert,2.6
STEEL-4816,2024-01-25,Mumbai,Forks,Fruit Fork,22,249.55,590.24,12985.36,380,1,0,0,Williams Inc,3.1
STEEL-4817,2024-02-19,Ahmedabad,Bowls,Serving Bowl,108,202.35,449.4,48535.41,288,2,2,1,Baker-Robinson,4.9
STEEL-4818,2023-11-19,Pune,Forks,Mini Fork,26,297.25,661.48,17198.49,212,3,2,1,Brown-Carson,3.8
STEEL-4819,2026-04-24,Ahmedabad,Knives,Fruit Knife,30,290.52,712.06,21361.7,226,4,1,0,Riley-Freeman,4.2
STEEL-4820,2024-11-13,Ahmedabad,Spoons,Serving Spoon,24,206.66,262.7,6304.8,268,2,2,0,Foster-Gould,3.0
STEEL-4821,2024-07-19,Mumbai,Spatulas,Flat Spatula,63,36.7,86.41,5443.93,248,5,1,0,Stewart Group,3.0
STEEL-4822,2023-06-04,Hyderabad,Forks,Fruit Fork,132,102.64,245.6,32419.25,476,2,0,0,Miller-Kelly,4.2
STEEL-4823,2025-09-14,Pune,Spatulas,Cooking Spatula,39,159.32,202.22,7886.57,178,4,1,0,Garrett LLC,4.3
STEEL-4824,2026-03-15,Mumbai,Spoons,Tea Spoon,87,136.57,237.97,20703.24,413,4,0,0,Ruiz-Larson,3.1
STEEL-4825,2023-06-15,Ahmedabad,Plates,Round Plate,104,31.85,62.75,6526.07,256,3,2,0,"Valencia, Parrish and Jones",3.2
STEEL-4826,2025-07-12,Mumbai,Bowls,Soup Bowl,47,189.34,434.61,20426.68,267,2,3,1,Knight-Benson,4.5
STEEL-4827,2025-10-15,Delhi,Glasses,Tall Glass,105,71.43,156.42,16424.12,403,5,0,0,"Pineda, Jenkins and Johnson",4.3
STEEL-4828,2025-03-25,Ahmedabad,Plates,Round Plate,122,273.32,588.28,71769.88,208,3,3,1,Stanley Inc,4.0
STEEL-4829,2024-02-10,Mumbai,Spoons,Serving Spoon,75,96.09,198.68,14900.81,214,1,0,1,Welch-Hernandez,3.7
STEEL-4830,2025-02-27,Pune,Plates,Steel Plate,25,99.26,223.18,5579.62,207,5,0,1,"Garcia, Calhoun and Banks",4.3
STEEL-4831,2025-10-13,Delhi,Bowls,Soup Bowl,63,231.02,398.23,25088.6,168,4,0,0,"Ryan, Bryant and Romero",2.9
STEEL-4832,2023-12-13,Pune,Forks,Mini Fork,123,146.38,335.86,41310.94,574,0,0,0,"Johnson, Bell and Vasquez",4.5
STEEL-4833,2023-07-14,Mumbai,Glasses,Tall Glass,49,151.19,236.85,11605.62,136,5,1,1,"Olson, Miranda and Espinoza",4.0
STEEL-4834,2023-08-15,Ahmedabad,Spatulas,Flat Spatula,90,169.39,390.13,35112.0,324,2,1,0,"Burke, Rodriguez and Cunningham",3.2
STEEL-4835,2024-05-15,Mumbai,Knives,Butter Knife,97,248.27,372.3,36112.68,560,2,2,1,Smith-Waters,4.2
STEEL-4836,2025-08-05,Hyderabad,Knives,Butter Knife,57,275.92,494.39,28180.21,497,2,0,0,"Stanton, Long and Bates",4.6
STEEL-4837,2025-12-10,Pune,Spoons,Dessert Spoon,105,236.35,349.51,36698.17,439,0,0,1,Johnson-Moore,3.9
STEEL-4838,2024-11-27,Pune,Knives,Kitchen Knife,124,91.84,131.38,16290.91,593,0,2,0,"Chung, Roy and Bonilla",2.6
STEEL-4839,2024-09-18,Mumbai,Bowls,Rice Bowl,96,69.68,86.31,8285.64,479,0,3,1,"Adams, Choi and Garcia",4.2
STEEL-4840,2024-07-12,Hyderabad,Forks,Dinner Fork,129,132.02,166.61,21492.84,351,5,3,1,Taylor Ltd,2.7
STEEL-4841,2024-01-23,Hyderabad,Spoons,Tea Spoon,130,244.46,593.92,77210.01,582,4,1,0,Thomas-Lopez,5.0
STEEL-4842,2026-03-21,Pune,Plates,Thali Plate,44,267.94,635.34,27955.12,150,4,3,1,Osborne Inc,3.6
STEEL-4843,2024-10-30,Hyderabad,Knives,Butter Knife,125,19.37,30.27,3784.0,578,0,2,1,Jones Inc,3.1
STEEL-4844,2025-02-09,Delhi,Glasses,Tall Glass,21,88.59,168.39,3536.13,312,0,2,1,Kemp Group,4.9
STEEL-4845,2024-04-05,Hyderabad,Spoons,Dessert Spoon,135,22.21,34.7,4684.14,265,2,2,0,Harris-Bishop,4.2
STEEL-4846,2026-02-28,Hyderabad,Plates,Thali Plate,16,132.2,171.17,2738.78,186,3,2,1,"Reynolds, Johnson and Jones",3.6
STEEL-4847,2026-04-12,Ahmedabad,Spatulas,Cooking Spatula,13,174.18,414.92,5393.95,63,0,3,0,Best-Johnson,5.0
STEEL-4848,2023-06-04,Mumbai,Bowls,Soup Bowl,118,158.28,391.9,46244.7,233,4,0,0,"Kelley, Torres and Rodriguez",3.4
STEEL-4849,2024-09-04,Mumbai,Glasses,Water Glass,123,40.36,52.76,6490.05,358,5,1,1,"Luna, Harper and Tran",5.0
STEEL-4850,2024-03-30,Pune,Plates,Steel Plate,13,107.28,154.53,2008.91,81,0,0,1,"Wallace, Rivera and Wells",2.8
STEEL-4851,2025-07-21,Ahmedabad,Spatulas,Flat Spatula,39,291.38,469.47,18309.3,307,1,0,1,"James, Martin and Crawford",4.4
STEEL-4852,2024-10-13,Mumbai,Spatulas,Flat Spatula,51,143.55,267.19,13626.57,277,0,2,0,Mahoney-Holden,4.2
STEEL-4853,2025-04-14,Hyderabad,Spatulas,Flat Spatula,149,296.42,398.34,59352.79,337,4,2,0,Young PLC,4.6
STEEL-4854,2025-09-25,Mumbai,Spoons,Tea Spoon,58,25.37,45.81,2656.75,146,4,2,1,"Knox, Garcia and Tyler",4.9
STEEL-4855,2026-02-18,Mumbai,Spoons,Tea Spoon,99,231.54,280.28,27748.17,552,5,0,1,Bennett Inc,3.1
STEEL-4856,2025-04-06,Hyderabad,Plates,Thali Plate,55,208.16,413.71,22754.27,113,2,2,0,Caldwell-Chavez,2.5
STEEL-4857,2025-01-28,Ahmedabad,Plates,Steel Plate,94,31.94,48.82,4589.42,229,3,3,1,Ray Group,3.4
STEEL-4858,2026-01-14,Ahmedabad,Knives,Butter Knife,10,21.76,27.35,273.51,179,3,1,1,"Bentley, Rivera and Mitchell",
STEEL-4859,2023-05-03,Pune,Bowls,Soup Bowl,6,295.72,389.08,2334.46,115,5,1,1,Davis-Petersen,3.4
STEEL-4860,2024-09-04,Delhi,Forks,Fruit Fork,85,102.09,179.25,15236.05,488,1,1,0,Kelly Inc,3.3
STEEL-4861,2024-10-18,Ahmedabad,Knives,Fruit Knife,93,276.8,485.7,45170.21,233,4,3,1,Shepherd-Ray,4.3
STEEL-4862,2024-05-18,Hyderabad,Bowls,Rice Bowl,139,177.41,237.01,32944.27,583,4,0,0,"Walton, Harris and Vargas",4.2
STEEL-4863,2026-03-19,Ahmedabad,Knives,Kitchen Knife,77,69.54,140.15,10791.66,441,5,0,0,"Henderson, Woods and Velazquez",3.7
STEEL-4864,2025-01-21,Hyderabad,Bowls,Serving Bowl,73,169.22,242.74,17720.0,498,2,2,0,Dixon LLC,4.7
STEEL-4865,2025-02-10,Hyderabad,Spatulas,Flat Spatula,48,180.51,319.05,15314.43,360,5,0,0,Wyatt Ltd,2.8
STEEL-4866,2023-10-27,Hyderabad,Forks,Mini Fork,71,292.54,548.11,38915.88,540,1,3,1,Spence LLC,2.7
STEEL-4867,2025-05-27,Mumbai,Bowls,Serving Bowl,97,150.09,255.5,24783.52,486,3,2,0,Henderson Group,3.4
STEEL-4868,2025-03-07,Ahmedabad,Plates,Steel Plate,138,220.58,360.7,49776.57,620,5,3,1,Moore-Murray,2.7
STEEL-4869,2023-07-20,Ahmedabad,Spatulas,Cooking Spatula,125,214.95,430.55,53819.3,357,0,1,0,Kelly-Perry,4.1
STEEL-4870,2025-07-28,Mumbai,Knives,Kitchen Knife,131,32.62,54.47,7135.81,473,0,0,1,Guerra Group,2.9
STEEL-4871,2023-08-08,Pune,Spatulas,BBQ Spatula,134,39.07,47.27,6334.14,312,2,0,1,"Smith, Burke and Washington",3.2
STEEL-4872,2024-12-02,Hyderabad,Glasses,Juice Glass,141,192.39,453.04,63878.87,419,5,1,0,"Flores, Fisher and Sherman",4.8
STEEL-4873,2025-05-19,Ahmedabad,Knives,Fruit Knife,21,224.08,289.48,6079.02,436,5,0,1,"Jones, Bailey and Macias",3.4
STEEL-4874,2023-07-25,Hyderabad,Knives,Kitchen Knife,134,218.37,335.96,45019.03,296,3,1,0,Garcia and Sons,2.7
STEEL-4875,2023-11-18,Hyderabad,Spoons,Dessert Spoon,32,35.74,85.87,2747.85,161,5,1,0,Phillips-Rogers,3.0
STEEL-4876,2026-01-21,Hyderabad,Spatulas,BBQ Spatula,55,166.91,259.34,14263.84,319,0,1,0,Lopez Inc,4.3
STEEL-4877,2023-05-23,Delhi,Glasses,Water Glass,27,204.29,288.66,7793.86,381,5,3,0,Huffman PLC,4.6
STEEL-4878,2025-08-08,Delhi,Bowls,Soup Bowl,147,229.76,477.71,70223.25,377,2,3,1,Parker-Robles,4.3
STEEL-4879,2026-01-14,Hyderabad,Spoons,Serving Spoon,135,80.24,142.62,19253.55,338,1,3,1,"Fields, Davis and Gonzales",4.4
STEEL-4880,2026-01-14,Hyderabad,Glasses,Water Glass,14,135.88,310.2,4342.81,332,5,2,1,Ellis Inc,3.4
STEEL-4881,2024-04-27,Delhi,Spoons,Tea Spoon,124,48.93,104.3,12933.69,501,0,0,1,"Smith, Williams and Conrad",4.9
STEEL-4882,2025-05-13,Delhi,Knives,Fruit Knife,90,108.82,133.19,11986.68,365,5,1,0,"Hensley, Buck and Costa",4.4
STEEL-4883,2025-04-25,Mumbai,Spoons,Tea Spoon,98,148.73,185.6,18188.89,479,1,3,1,Chavez and Sons,3.4
STEEL-4884,2023-05-08,Pune,Forks,Dinner Fork,64,296.64,494.54,31650.53,382,5,2,0,,5.0
STEEL-4885,2024-11-26,Delhi,Glasses,Tall Glass,129,23.3,29.45,3799.29,396,1,0,1,"Galvan, Gill and Sellers",4.3
STEEL-4886,2025-08-07,Hyderabad,Glasses,Juice Glass,79,57.0,70.29,5552.71,297,3,1,0,"Brewer, Anderson and Johnson",4.2
STEEL-4887,2025-08-14,Ahmedabad,Plates,Round Plate,23,55.23,80.26,1846.09,156,2,2,1,"Alvarez, Wood and Diaz",2.5
STEEL-4888,2024-07-15,Hyderabad,Forks,Mini Fork,118,262.75,522.0,61595.63,547,4,1,1,"Saunders, Brown and Lutz",3.2
STEEL-4889,2024-05-23,Mumbai,Spatulas,BBQ Spatula,9,199.67,318.76,2868.83,343,5,0,1,,2.5
STEEL-4890,2023-09-09,Pune,Glasses,Tall Glass,75,269.42,414.93,31119.77,213,2,2,0,,3.1
STEEL-4891,2025-05-10,Delhi,Bowls,Serving Bowl,16,24.41,55.5,887.98,318,5,0,1,Smith and Sons,3.7
STEEL-4892,2025-06-15,Hyderabad,Spoons,Tea Spoon,98,48.73,68.69,6731.23,443,0,0,0,Shields Ltd,2.5
STEEL-4893,2025-06-24,Mumbai,Knives,Kitchen Knife,56,246.51,426.69,23894.37,153,2,3,0,Sullivan-Gonzalez,3.3
STEEL-4894,2024-01-14,Hyderabad,Knives,Fruit Knife,80,142.05,335.69,26854.99,320,3,3,1,Burnett-Guerra,4.5
STEEL-4895,2025-06-09,Delhi,Plates,Thali Plate,60,238.99,449.25,26955.22,521,5,3,0,Ramirez Group,4.4
STEEL-4896,2026-04-15,Pune,Knives,Butter Knife,65,261.93,314.79,20461.54,376,2,0,1,"Rosario, Harper and Brown",3.6
STEEL-4897,2026-03-24,Mumbai,Glasses,Juice Glass,27,262.67,453.26,12237.96,325,1,3,0,Huber Inc,4.7
STEEL-4898,2025-07-22,Pune,Forks,Dinner Fork,74,126.33,294.24,21773.58,409,1,1,1,Madden Ltd,2.8
STEEL-4899,2024-06-26,Hyderabad,Spatulas,BBQ Spatula,43,77.95,121.86,5239.78,338,0,0,0,"Mccall, Lewis and Campbell",4.0
STEEL-4900,2025-05-28,Hyderabad,Spoons,Dessert Spoon,102,238.79,297.85,30381.04,263,3,1,0,"Johnson, Roberts and Webb",3.7
STEEL-4901,2025-03-29,Pune,Forks,Mini Fork,71,60.18,93.08,6608.71,311,5,1,1,"Miles, Sanford and Moore",3.6
STEEL-4902,2025-12-10,Pune,Spatulas,Cooking Spatula,52,298.84,395.96,20589.86,277,3,2,1,"Clark, Rodriguez and Alvarez",3.0
STEEL-4903,2025-02-04,Hyderabad,Knives,Butter Knife,109,279.61,555.65,60566.1,574,0,3,0,Ferrell-Hall,2.6
STEEL-4904,2024-03-21,Pune,Knives,Fruit Knife,16,233.43,499.5,7992.03,211,2,3,0,Juarez-Carter,3.7
STEEL-4905,2023-06-13,Delhi,Spatulas,BBQ Spatula,5,128.21,269.56,1347.8,185,3,0,0,Wagner-Craig,4.7
STEEL-4906,2025-10-16,Mumbai,Bowls,Serving Bowl,66,107.91,220.33,14541.86,184,4,3,0,Boyd PLC,3.8
STEEL-4907,2023-08-29,Hyderabad,Forks,Mini Fork,135,176.1,247.58,33423.57,323,5,3,1,Rios PLC,4.4
STEEL-4908,2025-11-06,Pune,Spatulas,Flat Spatula,64,75.38,146.67,9387.16,344,2,1,1,Johnson Ltd,3.8
STEEL-4909,2024-06-06,Mumbai,Knives,Kitchen Knife,41,291.96,507.27,20797.95,351,4,2,0,Brandt-Thomas,3.2
STEEL-4910,2025-10-04,Hyderabad,Knives,Fruit Knife,125,275.06,591.44,73929.88,534,5,2,0,Thompson Group,3.6
STEEL-4911,2026-04-08,Hyderabad,Forks,Dinner Fork,81,26.91,39.18,3173.94,311,1,2,0,Duke Ltd,2.8
STEEL-4912,2025-04-21,Pune,Glasses,Tall Glass,13,213.56,461.84,6003.98,90,1,2,0,Parsons LLC,4.8
STEEL-4913,2026-02-05,Mumbai,Bowls,Soup Bowl,33,214.85,437.29,14430.71,116,4,2,1,Mendoza-Carson,3.0
STEEL-4914,2023-12-30,Delhi,Spatulas,Flat Spatula,19,53.28,112.87,2144.52,218,0,0,0,"Cook, Snyder and Armstrong",3.8
STEEL-4915,2023-07-24,Ahmedabad,Spatulas,Cooking Spatula,90,31.73,60.15,5413.1,153,3,1,0,Grant-Cox,4.4
STEEL-4916,2026-03-13,Hyderabad,Forks,Dinner Fork,5,256.79,518.3,2591.52,378,0,0,0,"Sawyer, Williams and Chen",
STEEL-4917,2025-01-17,Delhi,Forks,Fruit Fork,106,173.54,418.11,44320.06,351,4,0,1,James-Stewart,4.9
STEEL-4918,2025-09-22,Ahmedabad,Bowls,Rice Bowl,34,82.59,112.25,3816.34,234,5,1,0,Ellis LLC,4.4
STEEL-4919,2024-11-02,Pune,Forks,Dinner Fork,17,27.55,49.88,848.04,405,2,2,0,"Murphy, Garza and King",4.2
STEEL-4920,2025-08-22,Pune,Spoons,Dessert Spoon,51,65.2,128.63,6560.38,109,4,0,0,House Group,4.5
STEEL-4921,2025-08-30,Delhi,Knives,Fruit Knife,134,19.25,43.96,5890.03,298,2,3,0,Smith-Reilly,4.4
STEEL-4922,2026-02-04,Delhi,Spatulas,Flat Spatula,119,272.33,327.5,38972.26,545,2,2,1,Parker and Sons,2.9
STEEL-4923,2025-10-20,Ahmedabad,Glasses,Water Glass,106,181.71,429.91,45569.97,212,5,2,0,Morgan-Garcia,4.2
STEEL-4924,2023-07-10,Ahmedabad,Bowls,Soup Bowl,36,101.15,210.7,7585.21,321,3,1,0,"Adams, Olsen and Lucas",4.5
STEEL-4925,2024-04-08,Ahmedabad,Glasses,Tall Glass,140,160.32,261.69,36637.19,363,0,2,0,Wright Ltd,4.7
STEEL-4926,2026-01-07,Mumbai,Bowls,Soup Bowl,56,192.86,366.61,20530.05,146,5,3,0,Becker-Parker,4.7
STEEL-4927,2024-05-14,Hyderabad,Knives,Butter Knife,99,185.9,443.61,43917.1,471,2,0,0,"Harris, Friedman and Walker",3.6
STEEL-4928,2025-12-08,Mumbai,Knives,Butter Knife,85,181.75,227.25,19316.16,314,4,0,1,,3.2
STEEL-4929,2023-11-26,Hyderabad,Spatulas,BBQ Spatula,14,139.24,323.28,4525.95,208,1,2,0,Martin-Rogers,3.7
STEEL-4930,2025-09-13,Ahmedabad,Glasses,Tall Glass,23,50.59,64.74,1489.01,129,0,2,1,Taylor and Sons,4.9
STEEL-4931,2023-05-10,Pune,Plates,Round Plate,52,240.68,452.51,23530.75,479,3,2,0,"Benson, West and Gutierrez",4.1
STEEL-4932,2026-01-13,Delhi,Bowls,Serving Bowl,142,102.43,157.58,22376.18,409,0,2,0,"Garza, Houston and Gonzales",3.4
STEEL-4933,2025-12-14,Hyderabad,Plates,Thali Plate,13,17.28,41.94,545.27,405,4,2,1,Murray Inc,3.6
STEEL-4934,2024-03-15,Hyderabad,Spatulas,BBQ Spatula,118,263.26,449.71,53066.1,203,1,0,0,Reyes-Davis,4.3
STEEL-4935,2025-05-17,Hyderabad,Spatulas,Cooking Spatula,87,56.17,103.52,9006.08,532,5,2,1,Vasquez Inc,3.8
STEEL-4936,2024-12-31,Pune,Forks,Fruit Fork,61,181.26,358.58,21873.57,218,5,1,0,Daniel-Sullivan,3.9
STEEL-4937,2023-07-04,Delhi,Forks,Fruit Fork,36,255.36,466.9,16808.27,88,0,2,0,"Johnson, George and Stewart",4.7
STEEL-4938,2026-03-04,Hyderabad,Spoons,Dessert Spoon,12,282.61,671.78,8061.34,212,5,3,1,Frederick-Fox,3.6
STEEL-4939,2025-12-16,Ahmedabad,Plates,Round Plate,86,20.03,35.78,3077.14,506,1,0,0,Phillips Group,2.6
STEEL-4940,2024-11-22,Delhi,Plates,Thali Plate,115,249.51,554.13,63724.41,415,4,2,1,Simmons Group,4.8
STEEL-4941,2023-09-24,Hyderabad,Spatulas,BBQ Spatula,24,98.3,200.53,4812.79,431,1,1,0,"Carpenter, Johnson and Johnson",4.4
STEEL-4942,2024-07-28,Hyderabad,Spoons,Dessert Spoon,10,222.93,328.8,3288.01,475,2,3,0,"Holmes, Martin and Gregory",4.4
STEEL-4943,2025-06-25,Ahmedabad,Glasses,Water Glass,107,235.82,458.42,49050.59,397,4,1,1,Guerrero-Smith,2.7
STEEL-4944,2023-11-25,Ahmedabad,Glasses,Water Glass,75,212.88,376.13,28209.49,308,4,1,0,,3.7
STEEL-4945,2023-07-19,Ahmedabad,Spatulas,BBQ Spatula,73,206.39,287.52,20988.77,220,2,3,0,Guerrero LLC,3.7
STEEL-4946,2024-09-06,Mumbai,Glasses,Water Glass,36,39.68,58.08,2090.74,346,3,3,1,"Terry, Patterson and Gray",3.1
STEEL-4947,2025-01-13,Pune,Knives,Fruit Knife,38,276.47,438.41,16659.4,426,3,0,1,"Garcia, Solis and Steele",3.4
