transaction_id,date,region,category,product_name,units_sold,cost_price,selling_price,revenue,inventory_level,ordered_stock,promotion,return_count,supplier_delay_days,customer_rating,damaged_stock
DIY-5489,2025-11-13,East,Home Decor,LED Light,40,951.03,1233.73,49349.35,134,174,1,3,9.0,2.3,1
DIY-5490,2024-12-05,North,Cleaning,Bucket,18,796.72,1845.68,33222.18,321,339,0,4,12.0,2.1,11
DIY-5491,2024-03-30,North,Hardware,Drill Bits,96,523.41,924.46,88748.13,516,612,0,6,21.0,2.1,5
DIY-5492,2024-07-16,North,Home Decor,Plant Pot,43,693.73,961.68,41352.29,582,625,0,3,24.0,3.3,8
DIY-5493,2024-11-26,West,Cleaning,Cleaning Spray,84,332.48,477.83,40137.96,522,606,1,7,5.0,3.8,3
DIY-5494,2024-01-04,West,Hardware,Drill Bits,24,43.78,74.13,1779.09,932,956,0,4,22.0,3.7,6
DIY-5495,2025-09-03,West,Home Decor,LED Light,71,755.37,2151.02,152722.73,507,578,0,5,3.0,2.7,5
DIY-5496,2022-05-05,West,Hardware,Hammer,90,612.94,2029.15,182623.29,854,944,0,3,9.0,2.3,7
DIY-5497,2024-02-25,East,Kitchen,Knife Set,79,190.54,392.24,30987.35,614,693,1,1,15.0,3.4,10
DIY-5498,2024-12-12,West,Stationery,Stapler,25,676.89,666.43,16660.69,581,606,1,6,9.0,2.8,11
DIY-5499,2025-03-03,North,Electrical,Battery,90,87.92,194.45,17500.18,616,706,1,5,14.0,2.1,5
DIY-5500,2024-09-12,North,Cleaning,Mop,95,949.32,1536.18,145937.31,30,125,1,1,12.0,3.6,8
DIY-5501,2023-12-19,South,Kitchen,Tray,85,946.1,1924.74,163602.5,47,132,0,5,6.0,3.2,2
DIY-5502,2025-12-27,West,Hardware,Hammer,9,915.68,1458.03,13122.24,784,793,1,0,17.0,2.3,9
DIY-5503,2025-04-25,West,Home Decor,Wall Frame,54,392.17,1336.39,72165.32,897,951,0,0,24.0,2.6,8
DIY-5504,2022-12-02,North,Hardware,Tape Measure,78,241.97,331.15,25829.79,507,585,0,0,4.0,3.8,9
DIY-5505,2026-04-01,West,Electrical,Bulb,60,114.73,305.67,18340.09,113,173,1,1,4.0,4.4,8
DIY-5506,2022-06-21,East,Electrical,Wire,47,875.26,1570.55,73815.69,93,140,0,7,24.0,3.9,0
DIY-5507,2024-02-03,North,Hardware,Tape Measure,97,407.64,758.02,73527.98,97,194,1,6,10.0,2.3,1
DIY-5508,2025-01-16,West,Electrical,Battery,98,860.1,2103.28,206121.58,359,457,0,1,5.0,2.3,7
DIY-5509,2023-12-01,West,Kitchen,Tray,62,572.7,1527.33,94694.51,757,819,1,0,19.0,,2
DIY-5510,2024-06-04,South,Home Decor,Curtains,80,845.44,1930.48,154438.4,366,446,1,6,9.0,2.2,11
DIY-5511,2025-08-10,North,Electrical,Bulb,77,471.01,701.46,54012.22,158,235,1,0,4.0,3.2,10
DIY-5512,2024-04-09,South,Hardware,Screwdriver,66,514.97,1371.86,90542.76,156,222,0,3,24.0,2.5,10
DIY-5513,2022-05-20,North,Electrical,Wire,25,300.17,551.36,13784.05,51,76,0,7,8.0,4.4,7
DIY-5514,2023-07-25,North,Stationery,Notebook,89,40.03,111.92,9961.25,53,142,1,0,6.0,3.4,7
DIY-5515,2025-06-18,South,Cleaning,Mop,10,645.82,1208.17,12081.66,418,428,1,6,,2.9,7
DIY-5516,2023-08-08,South,Stationery,Notebook,13,229.06,405.42,5270.51,427,440,1,3,2.0,2.5,8
DIY-5517,2025-01-27,North,Hardware,Screwdriver,38,967.44,2474.65,94036.81,948,986,0,6,6.0,4.8,8
DIY-5518,2024-11-24,East,Home Decor,Plant Pot,42,315.75,811.93,34101.12,355,397,1,0,19.0,2.5,10
DIY-5519,2025-01-31,North,Cleaning,Mop,72,632.65,965.7,69530.42,280,352,1,0,14.0,2.4,2
DIY-5520,2023-08-13,South,Home Decor,Wall Frame,37,108.27,172.94,6398.81,664,701,0,2,21.0,2.0,5
DIY-5521,2022-05-03,North,Stationery,Stapler,98,395.52,471.6,46217.08,688,786,0,3,6.0,3.9,11
DIY-5522,2023-10-10,North,Cleaning,Brush,82,173.6,437.05,35837.74,-17,65,1,5,19.0,3.1,5
DIY-5523,2024-06-15,South,Kitchen,Bottle,80,860.8,1071.17,85693.51,863,943,1,6,0.0,3.9,5
DIY-5524,2024-03-08,South,Cleaning,Mop,87,244.81,461.37,40139.61,804,891,1,7,9.0,3.6,4
DIY-5525,2023-08-22,East,Cleaning,Mop,36,783.28,1553.61,55929.98,533,569,0,4,19.0,2.6,8
DIY-5526,2023-01-03,East,Hardware,Drill Bits,95,758.86,1312.01,124640.67,242,337,0,7,16.0,3.7,10
DIY-5527,2026-03-28,South,Home Decor,LED Light,35,942.33,2443.07,85507.6,413,448,0,1,10.0,2.5,2
DIY-5528,2024-01-06,South,Cleaning,Bucket,45,868.97,1518.1,68314.47,849,894,1,3,24.0,4.1,11
DIY-5529,2025-03-01,East,Electrical,Battery,81,417.92,582.66,47195.61,811,892,1,4,14.0,4.9,7
DIY-5530,2024-09-23,East,Stationery,Pen Set,6,125.15,401.93,2411.59,339,345,0,1,17.0,3.5,6
DIY-5531,2023-08-06,South,Stationery,Stapler,91,400.85,871.81,79334.45,892,983,0,6,10.0,2.7,11
DIY-5532,2023-11-29,West,Electrical,Bulb,2,958.82,1864.9,3729.8,203,205,1,5,14.0,3.8,3
DIY-5533,2023-01-17,North,Stationery,Notebook,19,486.2,899.08,17082.53,268,287,0,6,3.0,4.0,7
DIY-5534,2022-10-19,East,Cleaning,Brush,64,430.77,715.22,45774.04,527,591,0,5,5.0,3.7,10
DIY-5535,2024-07-06,West,Home Decor,Wall Frame,12,188.71,375.83,4509.97,769,781,0,5,6.0,4.4,10
DIY-5536,2025-01-11,West,Kitchen,Tray,6,418.91,395.8,2374.78,47,53,1,1,10.0,4.2,6
DIY-5537,2023-10-24,East,Stationery,Marker,91,366.54,1157.73,105353.43,343,434,0,7,13.0,4.5,0
DIY-5538,2025-06-24,North,Cleaning,Mop,75,227.05,456.78,34258.36,286,361,0,5,21.0,3.6,0
DIY-5539,2022-07-24,East,Kitchen,Bottle,82,559.04,1940.85,159149.94,179,261,0,4,18.0,3.0,5
DIY-5540,2022-06-04,South,Electrical,Bulb,59,595.28,1242.25,73292.63,560,619,1,0,4.0,3.1,6
DIY-5541,2024-02-04,West,Stationery,Stapler,76,157.18,166.64,12664.49,778,854,1,2,12.0,4.5,3
DIY-5542,2023-12-14,North,Electrical,Battery,81,445.25,568.63,46059.09,299,380,0,6,22.0,3.6,6
DIY-5543,2023-12-27,East,Cleaning,Brush,78,489.92,1058.11,82532.93,686,764,0,2,24.0,3.7,2
DIY-5544,2025-09-10,West,Home Decor,Wall Frame,85,732.57,1197.27,101767.83,315,400,1,7,3.0,3.4,8
DIY-5545,2025-04-25,North,Electrical,Battery,3,468.83,1148.51,3445.52,212,215,0,7,0.0,,11
DIY-5546,2026-04-12,West,Kitchen,Knife Set,16,616.56,1088.76,17420.15,429,445,0,6,5.0,4.4,2
DIY-5547,2024-08-05,East,Home Decor,Curtains,99,611.73,751.96,74443.63,686,785,1,4,3.0,3.2,2
DIY-5548,2023-01-24,North,Cleaning,Cleaning Spray,8,727.51,891.07,7128.56,400,408,1,2,18.0,3.8,5
DIY-5549,2023-12-07,South,Stationery,Marker,4,123.45,130.72,522.89,96,100,1,6,22.0,3.2,7
DIY-5550,2022-11-28,South,Hardware,Tape Measure,5,971.89,1302.16,6510.79,547,552,0,3,5.0,3.0,5
DIY-5551,2024-12-28,East,Stationery,Notebook,90,750.16,930.92,83783.18,-5,85,0,5,4.0,4.6,3
DIY-5552,2024-02-15,East,Hardware,Tape Measure,14,488.64,1248.16,17474.27,69,83,1,1,9.0,4.0,1
DIY-5553,2023-02-05,South,Hardware,Screwdriver,59,896.99,1046.23,61727.32,741,800,1,5,5.0,3.9,3
DIY-5554,2022-05-27,West,Cleaning,Mop,23,169.84,578.22,13299.17,846,869,0,3,23.0,2.9,4
DIY-5555,2023-10-15,North,Stationery,Pen Set,69,346.8,963.39,66473.8,811,880,0,3,14.0,3.0,4
DIY-5556,2024-09-12,East,Stationery,Marker,83,65.83,166.42,13812.73,129,212,0,0,8.0,4.7,6
DIY-5557,2023-03-21,West,Kitchen,Storage Box,34,905.92,1934.32,65766.9,420,454,0,0,7.0,3.9,5
DIY-5558,2024-04-24,West,Hardware,Screwdriver,57,581.57,1400.86,79849.06,474,531,1,3,15.0,2.9,10
DIY-5559,2023-11-10,East,Hardware,Tape Measure,45,200.53,655.9,29515.64,947,992,0,1,9.0,3.6,11
DIY-5560,2023-05-27,North,Electrical,Wire,91,634.56,2158.84,196454.21,860,951,0,2,4.0,3.9,3
DIY-5561,2022-04-29,South,Stationery,Marker,2,614.92,1764.04,3528.08,400,402,1,0,18.0,,8
DIY-5562,2023-01-18,West,Electrical,Extension Board,78,455.63,1324.06,103276.72,640,718,0,5,0.0,3.0,2
DIY-5563,2025-12-03,North,Cleaning,Cleaning Spray,79,558.74,1197.88,94632.23,261,340,0,5,14.0,3.2,0
DIY-5564,2024-05-27,South,Hardware,Screwdriver,80,487.61,1140.59,91247.18,715,795,1,5,15.0,4.6,5
DIY-5565,2024-01-18,North,Kitchen,Knife Set,79,411.62,1323.13,104527.66,109,188,0,5,24.0,4.0,2
DIY-5566,2025-11-18,North,Home Decor,Curtains,96,38.18,99.73,9573.92,706,802,1,5,0.0,4.1,1
DIY-5567,2025-12-30,South,Cleaning,Brush,11,905.69,2345.49,25800.38,111,122,0,5,24.0,2.2,6
DIY-5568,2022-05-13,South,Hardware,Hammer,38,745.06,2379.94,90437.72,474,512,0,1,21.0,2.6,3
DIY-5569,2024-03-16,North,Cleaning,Bucket,39,701.54,848.66,33097.61,930,969,1,7,24.0,4.8,10
DIY-5570,2024-01-01,South,Stationery,Stapler,80,802.51,2638.74,211099.25,463,543,0,0,20.0,3.6,9
DIY-5571,2023-09-28,East,Stationery,Stapler,22,429.34,1390.33,30587.28,311,333,1,1,15.0,4.6,0
DIY-5572,2024-10-29,West,Electrical,Extension Board,9,210.17,246.9,2222.07,633,642,1,3,18.0,2.6,4
DIY-5573,2025-11-29,North,Kitchen,Bottle,22,309.36,365.06,8031.23,77,99,0,4,20.0,4.2,3
DIY-5574,2026-02-17,South,Kitchen,Storage Box,48,775.24,1701.27,81660.9,48,96,1,1,21.0,2.8,3
DIY-5575,2022-05-03,West,Hardware,Tape Measure,8,739.43,886.58,7092.68,85,93,0,7,19.0,4.7,11
DIY-5576,2025-12-20,North,Stationery,Pen Set,82,264.5,653.34,53573.78,203,285,1,2,10.0,3.1,4
DIY-5577,2024-05-08,West,Home Decor,Plant Pot,53,607.58,1985.97,105256.67,83,136,0,6,20.0,4.2,5
DIY-5578,2023-02-24,North,Home Decor,LED Light,5,948.84,1609.56,8047.79,689,694,1,7,19.0,2.2,4
DIY-5579,2022-05-12,West,Electrical,Battery,28,646.42,1371.98,38415.56,840,868,0,7,10.0,2.6,4
DIY-5580,2024-04-02,North,Stationery,Marker,24,707.99,843.39,20241.37,95,119,1,6,15.0,3.9,2
DIY-5581,2025-05-24,North,Hardware,Tape Measure,7,489.51,1114.22,7799.55,504,511,0,1,19.0,2.0,5
DIY-5582,2023-09-25,South,Kitchen,Knife Set,90,115.88,355.57,32000.98,843,933,0,5,12.0,3.9,10
DIY-5583,2025-02-20,South,Hardware,Tape Measure,67,773.34,2226.59,149181.61,640,707,1,3,10.0,4.4,0
DIY-5584,2024-03-19,North,Stationery,Pen Set,30,375.24,983.02,29490.53,808,838,0,2,12.0,4.6,10
DIY-5585,2024-02-13,North,Kitchen,Bottle,23,643.78,1350.7,31066.06,315,338,1,2,9.0,4.8,7
DIY-5586,2023-07-03,North,Stationery,Stapler,42,148.47,245.64,10316.85,692,734,0,7,16.0,,10
DIY-5587,2025-05-18,West,Cleaning,Brush,17,369.4,821.22,13960.66,419,436,1,0,12.0,3.3,11
DIY-5588,2025-07-22,South,Electrical,Battery,94,718.44,1467.53,137947.87,37,131,1,4,0.0,2.0,9
DIY-5589,2024-04-28,West,Kitchen,Knife Set,32,854.1,2138.14,68420.52,256,288,1,6,23.0,4.4,9
DIY-5590,2024-05-20,North,Kitchen,Tray,86,389.39,1237.23,106402.01,334,420,0,0,10.0,3.9,6
DIY-5591,2025-03-29,North,Kitchen,Tray,22,743.1,1697.69,37349.26,512,534,0,7,23.0,3.6,3
DIY-5592,2025-08-26,South,Hardware,Screwdriver,28,774.7,1952.62,54673.38,750,778,1,3,9.0,3.7,11
DIY-5593,2024-11-11,South,Cleaning,Mop,93,989.33,1755.3,163242.44,664,757,1,1,24.0,4.0,4
DIY-5594,2025-07-26,South,Hardware,Tape Measure,57,29.99,36.98,2107.73,836,893,0,3,7.0,,0
DIY-5595,2025-11-24,East,Hardware,Tape Measure,5,687.47,1824.25,9121.25,954,959,1,1,18.0,2.8,1
DIY-5596,2024-07-21,East,Cleaning,Bucket,74,679.58,1400.48,103635.25,708,782,1,0,3.0,3.3,4
DIY-5597,2022-08-31,North,Kitchen,Tray,37,618.51,1299.25,48072.11,817,854,1,7,6.0,4.1,3
DIY-5598,2024-01-28,West,Hardware,Drill Bits,12,766.26,948.62,11383.43,368,380,1,2,17.0,2.1,9
DIY-5599,2024-07-24,West,Electrical,Bulb,95,134.42,150.45,14293.01,18,113,1,7,17.0,3.1,10
DIY-5600,2023-07-19,North,Hardware,Screwdriver,43,442.58,1003.74,43160.85,726,769,1,3,11.0,4.2,4
DIY-5601,2024-04-20,West,Kitchen,Knife Set,15,332.24,633.16,9497.43,322,337,0,6,22.0,3.4,6
DIY-5602,2026-02-19,South,Electrical,Bulb,86,434.06,953.13,81969.49,169,255,0,0,2.0,2.1,2
DIY-5603,2023-07-23,West,Cleaning,Brush,37,489.04,520.95,19275.04,67,104,1,3,6.0,2.8,1
DIY-5604,2024-01-14,North,Cleaning,Brush,77,98.08,205.53,15825.49,147,224,1,7,13.0,3.1,9
DIY-5605,2025-10-09,East,Home Decor,LED Light,11,414.57,1057.88,11636.64,612,623,1,1,0.0,4.2,8
DIY-5606,2025-04-19,South,Stationery,Notebook,28,572.51,712.03,19936.76,295,323,0,6,19.0,4.9,10
DIY-5607,2023-09-15,North,Hardware,Drill Bits,87,788.22,2556.57,222421.5,277,364,0,3,,3.1,6
DIY-5608,2025-05-15,East,Home Decor,LED Light,17,371.38,1118.56,19015.6,129,146,0,6,8.0,3.3,2
DIY-5609,2025-11-12,North,Hardware,Tape Measure,7,545.13,986.69,6906.82,144,151,1,0,19.0,4.0,10
DIY-5610,2023-11-29,East,Home Decor,Plant Pot,47,984.09,2502.54,117619.54,506,553,1,4,7.0,4.9,5
DIY-5611,2023-06-07,West,Home Decor,Wall Frame,71,585.14,1448.09,102814.25,338,409,1,4,13.0,4.5,1
DIY-5612,2024-07-13,East,Hardware,Hammer,89,235.57,516.9,46003.9,154,243,0,6,22.0,4.7,7
DIY-5613,2025-08-30,North,Home Decor,LED Light,83,84.85,250.32,20776.82,713,796,0,5,22.0,2.8,3
DIY-5614,2024-02-17,East,Electrical,Wire,13,216.16,384.93,5004.06,210,223,1,6,,3.6,3
DIY-5615,2024-11-04,South,Kitchen,Bottle,15,630.23,635.35,9530.25,297,312,1,1,15.0,2.1,3
DIY-5616,2022-07-16,West,Cleaning,Bucket,34,550.54,846.53,28782.05,333,367,1,3,13.0,2.5,8
DIY-5617,2025-04-29,East,Cleaning,Brush,21,424.1,717.8,15073.77,539,560,1,6,2.0,3.9,11
DIY-5618,2022-05-07,South,Electrical,Battery,38,243.67,692.03,26297.22,680,718,0,0,15.0,3.9,9
DIY-5619,2023-10-21,South,Cleaning,Brush,46,530.53,1510.41,69478.75,95,141,0,4,21.0,3.9,0
DIY-5620,2023-05-28,South,Electrical,Wire,37,501.19,1050.79,38879.35,644,681,0,4,23.0,3.7,2
DIY-5621,2026-04-07,South,Cleaning,Mop,81,458.87,1100.83,89166.87,464,545,1,7,11.0,4.6,7
DIY-5622,2023-08-02,West,Electrical,Wire,33,789.33,2003.99,66131.74,609,642,0,3,4.0,2.8,5
DIY-5623,2023-04-14,South,Home Decor,Curtains,52,348.27,418.7,21772.34,260,312,0,3,16.0,2.8,5
DIY-5624,2024-12-14,South,Electrical,Extension Board,25,234.31,471.67,11791.65,614,639,0,4,5.0,4.0,4
DIY-5625,2023-01-30,South,Stationery,Marker,9,374.67,759.87,6838.84,212,221,1,7,3.0,3.1,0
DIY-5626,2023-05-25,East,Stationery,Notebook,32,690.36,1010.7,32342.47,737,769,1,2,8.0,4.3,11
DIY-5627,2024-10-03,South,Electrical,Bulb,32,246.55,494.52,15824.55,612,644,0,7,5.0,2.1,1
DIY-5628,2026-02-14,West,Cleaning,Mop,36,491.07,1489.78,53632.01,643,679,1,4,10.0,2.4,2
DIY-5629,2024-05-05,North,Hardware,Hammer,87,32.42,64.16,5582.28,255,342,1,2,7.0,3.2,6
DIY-5630,2022-09-14,South,Home Decor,Plant Pot,41,892.65,1133.12,46458.04,376,417,1,1,8.0,4.4,7
DIY-5631,2022-09-14,East,Cleaning,Brush,19,668.41,1687.25,32057.69,236,255,1,2,19.0,4.6,4
DIY-5632,2025-03-12,South,Stationery,Notebook,46,751.09,1766.63,81265.1,81,127,1,7,16.0,2.9,11
DIY-5633,2024-09-30,East,Cleaning,Brush,66,166.57,432.86,28568.48,4,70,0,6,4.0,,4
DIY-5634,2025-09-17,East,Cleaning,Mop,76,876.57,1301.9,98944.3,290,366,1,7,9.0,4.0,1
DIY-5635,2024-09-16,East,Stationery,Marker,88,377.12,587.51,51700.71,357,445,1,2,22.0,2.9,8
DIY-5636,2022-09-12,South,Stationery,Pen Set,32,89.88,204.7,6550.44,771,803,1,5,6.0,2.8,3
DIY-5637,2024-04-09,West,Electrical,Extension Board,44,335.94,478.12,21037.27,349,393,1,4,7.0,4.1,10
DIY-5638,2026-03-07,West,Kitchen,Tray,89,690.26,1833.58,163188.92,199,288,0,0,7.0,4.5,9
DIY-5639,2025-07-16,East,Electrical,Extension Board,2,22.99,61.12,122.25,374,376,0,1,22.0,3.8,6
DIY-5640,2022-09-06,North,Cleaning,Mop,16,40.58,42.55,680.76,799,815,1,3,4.0,3.6,11
DIY-5641,2022-07-22,East,Stationery,Stapler,91,831.1,1464.3,133251.23,460,551,1,5,22.0,4.0,7
DIY-5642,2024-07-09,South,Stationery,Notebook,68,54.96,110.58,7519.44,53,121,0,5,21.0,3.1,5
DIY-5643,2024-04-25,South,Electrical,Bulb,42,169.72,167.72,7044.33,518,560,1,1,9.0,2.8,1
DIY-5644,2025-09-10,East,Hardware,Drill Bits,20,229.06,523.22,10464.34,348,368,0,6,19.0,4.4,7
DIY-5645,2023-05-15,South,Cleaning,Brush,55,219.9,269.16,14803.66,473,528,0,1,20.0,3.4,11
DIY-5646,2022-08-04,East,Hardware,Tape Measure,29,818.88,1678.83,48686.07,91,120,0,1,19.0,3.8,5
DIY-5647,2025-03-23,North,Cleaning,Cleaning Spray,41,104.53,123.33,5056.51,160,201,0,7,21.0,3.5,5
DIY-5648,2024-04-23,North,Kitchen,Tray,49,224.36,253.03,12398.32,311,360,1,5,0.0,3.5,7
DIY-5649,2024-08-19,West,Home Decor,Curtains,30,965.47,1862.93,55887.9,449,479,0,6,7.0,4.5,0
DIY-5650,2022-11-20,West,Stationery,Marker,98,126.76,221.14,21671.36,308,406,0,3,9.0,2.3,9
DIY-5651,2022-05-13,South,Cleaning,Brush,35,833.47,2058.67,72053.52,688,723,0,3,8.0,2.8,8
DIY-5652,2022-10-12,South,Hardware,Hammer,10,193.57,366.86,3668.59,676,686,0,6,22.0,2.6,3
DIY-5653,2024-03-07,North,Home Decor,Plant Pot,25,422.1,1080.64,27015.88,365,390,0,3,20.0,4.5,6
DIY-5654,2024-03-27,East,Kitchen,Bottle,63,299.28,723.32,45569.44,920,983,0,6,23.0,4.7,5
DIY-5655,2023-08-23,East,Electrical,Battery,68,222.1,509.23,34627.38,14,82,1,0,12.0,2.5,7
DIY-5656,2026-02-03,East,Electrical,Bulb,76,234.45,346.65,26345.74,747,823,1,0,16.0,2.2,3
DIY-5657,2023-01-31,South,Home Decor,LED Light,28,996.36,2516.12,70451.43,101,129,0,1,23.0,4.9,3
DIY-5658,2023-06-23,South,Home Decor,LED Light,84,528.3,1311.78,110189.47,215,299,1,4,2.0,4.7,8
DIY-5659,2024-03-28,North,Stationery,Marker,46,576.84,1578.64,72617.57,118,164,0,0,22.0,4.0,6
DIY-5660,2023-01-14,North,Electrical,Wire,6,320.13,855.62,5133.71,851,857,0,2,19.0,3.3,11
DIY-5661,2025-11-05,East,Stationery,Stapler,52,971.97,2584.35,134386.45,90,142,1,5,7.0,2.3,8
DIY-5662,2022-08-01,West,Hardware,Hammer,39,690.53,1917.01,74763.56,105,144,1,4,14.0,2.0,1
DIY-5663,2025-10-18,West,Hardware,Tape Measure,84,273.27,560.45,47078.04,798,882,0,5,14.0,2.1,10
DIY-5664,2024-10-06,West,Kitchen,Knife Set,77,192.43,544.18,41901.76,16,93,0,4,9.0,2.5,11
DIY-5665,2023-07-26,North,Home Decor,LED Light,45,791.0,2026.64,91198.89,276,321,0,0,3.0,3.5,10
DIY-5666,2024-04-21,North,Kitchen,Knife Set,46,457.43,671.75,30900.37,572,618,1,4,22.0,2.0,5
DIY-5667,2024-01-08,North,Kitchen,Bottle,45,656.16,1332.11,59944.99,550,595,1,7,14.0,4.7,8
DIY-5668,2022-09-20,South,Electrical,Bulb,75,938.58,2090.84,156812.72,665,740,0,4,2.0,4.7,6
DIY-5669,2024-12-08,West,Hardware,Drill Bits,16,567.93,1105.49,17687.86,481,497,1,2,20.0,4.2,0
DIY-5670,2025-06-09,West,Hardware,Hammer,92,307.76,524.72,48273.85,515,607,1,3,21.0,4.4,0
DIY-5671,2026-02-12,East,Home Decor,LED Light,94,868.04,2903.33,272913.33,488,582,0,0,10.0,4.0,4
DIY-5672,2022-11-06,North,Cleaning,Brush,15,298.08,309.62,4644.35,876,891,1,4,2.0,4.2,11
DIY-5673,2025-10-25,East,Kitchen,Tray,18,724.76,2296.6,41338.83,73,91,0,0,13.0,3.1,4
DIY-5674,2025-11-29,West,Electrical,Extension Board,62,292.0,294.4,18253.1,415,477,1,1,10.0,4.2,5
DIY-5675,2025-12-26,East,Cleaning,Mop,24,355.61,889.19,21340.48,646,670,1,3,17.0,3.7,11
DIY-5676,2024-01-07,West,Electrical,Battery,12,272.39,537.68,6452.1,194,206,1,7,18.0,4.0,11
DIY-5677,2023-12-10,East,Home Decor,Plant Pot,95,370.23,1018.81,96786.92,352,447,1,7,10.0,3.9,5
DIY-5678,2024-11-10,West,Cleaning,Brush,86,217.41,483.27,41561.39,756,842,0,5,24.0,4.1,5
DIY-5679,2025-03-23,North,Stationery,Pen Set,98,678.58,1776.75,174121.55,329,427,0,0,9.0,3.3,7
DIY-5680,2022-05-12,South,Cleaning,Bucket,29,100.1,210.34,6099.74,855,884,0,1,3.0,4.1,4
DIY-5681,2023-10-20,East,Stationery,Notebook,34,785.32,2651.19,90140.58,624,658,0,3,23.0,2.9,0
DIY-5682,2025-03-16,East,Home Decor,Curtains,39,739.75,2115.37,82499.3,662,701,1,7,24.0,3.2,11
DIY-5683,2024-04-13,West,Cleaning,Cleaning Spray,71,154.47,279.03,19810.88,736,807,1,5,10.0,3.9,10
DIY-5684,2025-11-14,East,Home Decor,Curtains,61,581.89,1803.95,110041.12,682,743,0,3,7.0,2.0,4
DIY-5685,2024-09-07,East,Hardware,Hammer,99,634.82,1903.81,188477.41,583,682,0,3,19.0,3.3,3
DIY-5686,2023-04-21,West,Hardware,Screwdriver,79,341.68,571.72,45165.89,443,522,0,4,16.0,2.5,6
DIY-5687,2025-04-20,East,Kitchen,Storage Box,46,804.08,1879.56,86459.75,357,403,0,2,23.0,4.3,1
DIY-5688,2023-07-17,West,Electrical,Wire,54,780.47,1953.14,105469.7,91,145,0,2,7.0,3.7,7
DIY-5689,2022-08-01,South,Stationery,Stapler,33,310.57,637.16,21026.29,114,147,0,6,2.0,3.6,2
DIY-5690,2023-10-02,East,Cleaning,Cleaning Spray,14,562.27,831.67,11643.42,839,853,1,6,4.0,,4
DIY-5691,2025-01-24,South,Stationery,Stapler,38,74.52,82.0,3115.83,385,423,1,2,11.0,3.5,10
DIY-5692,2023-04-11,North,Kitchen,Knife Set,85,651.57,1799.39,152947.93,817,902,0,6,4.0,3.0,9
DIY-5693,2023-03-26,North,Home Decor,Curtains,26,479.56,1490.78,38760.4,742,768,1,3,24.0,3.7,11
DIY-5694,2025-06-30,North,Home Decor,Wall Frame,78,264.95,342.03,26678.09,314,392,1,5,0.0,4.7,4
DIY-5695,2024-04-30,East,Hardware,Tape Measure,37,85.93,182.86,6765.99,199,236,1,6,8.0,3.1,6
DIY-5696,2024-07-29,West,Cleaning,Mop,92,334.21,509.22,46848.43,384,476,1,1,8.0,4.0,7
DIY-5697,2023-06-15,West,Stationery,Marker,95,152.97,288.48,27406.0,599,694,1,4,2.0,2.8,9
DIY-5698,2024-11-28,West,Kitchen,Knife Set,90,381.27,403.52,36316.37,618,708,1,2,24.0,,5
DIY-5699,2024-05-10,North,Stationery,Pen Set,21,980.72,3300.87,69318.26,262,283,0,4,20.0,4.4,3
DIY-5700,2025-10-19,East,Hardware,Screwdriver,61,210.38,443.82,27073.11,436,497,0,5,,4.6,7
DIY-5701,2022-11-24,North,Cleaning,Bucket,24,741.92,1193.25,28637.9,341,365,0,0,13.0,2.5,1
DIY-5702,2026-01-07,East,Home Decor,LED Light,33,454.88,1088.5,35920.57,460,493,1,2,18.0,2.1,2
DIY-5703,2023-11-14,West,Home Decor,Curtains,87,99.58,288.18,25071.62,722,809,0,6,24.0,4.3,9
DIY-5704,2025-12-18,North,Kitchen,Bottle,28,858.28,1650.74,46220.65,109,137,0,4,23.0,2.2,8
DIY-5705,2026-01-01,North,Kitchen,Tray,68,609.01,1970.67,134005.29,368,436,0,2,15.0,2.1,11
DIY-5706,2023-12-16,East,Electrical,Battery,3,819.04,1141.56,3424.69,61,64,1,0,24.0,2.3,2
DIY-5707,2026-03-19,West,Cleaning,Cleaning Spray,66,118.54,293.18,19350.12,878,944,1,0,10.0,4.4,11
DIY-5708,2023-03-10,South,Stationery,Marker,52,772.0,2275.48,118324.87,178,230,0,6,12.0,3.3,0
DIY-5709,2024-03-24,West,Electrical,Extension Board,65,565.34,1720.76,111849.45,361,426,0,6,,2.4,4
DIY-5710,2023-02-09,West,Cleaning,Cleaning Spray,18,747.32,1750.92,31516.52,83,101,0,7,16.0,3.9,0
DIY-5711,2026-03-17,North,Kitchen,Knife Set,69,618.63,922.71,63667.1,917,986,1,5,20.0,4.0,3
DIY-5712,2022-11-23,South,Home Decor,Curtains,11,694.59,769.27,8461.98,411,422,1,7,22.0,4.5,3
DIY-5713,2025-09-16,East,Stationery,Notebook,37,248.5,391.87,14499.36,630,667,0,7,8.0,2.7,1
DIY-5714,2025-05-24,West,Electrical,Wire,75,762.72,739.5,55462.74,267,342,1,3,22.0,,8
DIY-5715,2024-01-22,West,Kitchen,Tray,28,365.47,1248.69,34963.29,538,566,0,0,1.0,2.3,4
DIY-5716,2023-05-22,South,Kitchen,Storage Box,7,981.4,2523.14,17661.97,944,951,1,3,6.0,3.2,11
DIY-5717,2025-09-21,North,Home Decor,Plant Pot,12,53.8,139.72,1676.66,121,133,1,0,,3.0,10
DIY-5718,2022-12-01,North,Hardware,Tape Measure,33,503.51,1418.51,46810.75,119,152,1,6,3.0,3.2,8
DIY-5719,2024-01-05,South,Stationery,Marker,48,171.63,518.6,24892.88,482,530,0,5,4.0,2.8,0
