bill_id,date,region,category,product_name,size,units_sold,base_price,discount_percent,final_price,revenue,inventory_remaining,customer_gender,season,return_flag
ZUD-6011,2025-07-17,Chennai,Accessories,Belt,S,21,445.95,0.0,445.95,9364.99,68,Male,Winter,0
ZUD-6012,2024-08-19,Bangalore,Women,Kurti,S,12,3417.2,15.0,2904.62,34855.47,150,Female,Winter,1
ZUD-6013,2025-08-25,Pune,Men,Jacket,M,13,1902.46,10.0,1712.22,22258.82,284,Male,Winter,0
ZUD-6014,2026-02-14,Mumbai,Women,Skirt,L,18,912.75,10.0,821.48,14786.55,215,Male,Monsoon,1
ZUD-6015,2025-01-11,Mumbai,Kids,Kids Tshirt,,4,2280.85,30.0,1596.6,6386.39,132,Female,Monsoon,0
ZUD-6016,2026-01-19,Pune,Women,Skirt,XL,15,1626.0,30.0,1138.2,17072.99,119,Male,Monsoon,0
ZUD-6017,2025-10-15,Chennai,Women,Jeans,M,17,2405.83,,1684.08,28629.35,19,Female,Monsoon,0
ZUD-6018,2025-07-14,Bangalore,Kids,Kids Dress,M,18,2487.26,0.0,2487.26,44770.67,235,Female,Summer,0
ZUD-6019,2024-06-05,Mumbai,Men,Shirt,XL,28,2765.24,20.0,2212.19,61941.37,43,Male,Winter,1
ZUD-6020,2024-10-16,Mumbai,Kids,Kids Dress,,29,1743.93,10.0,1569.54,45516.54,248,Female,Summer,0
ZUD-6021,2025-01-04,Pune,Men,Joggers,XL,21,1164.82,15.0,990.1,20792.1,21,Male,Monsoon,0
ZUD-6022,2025-06-25,Chennai,Kids,Kids Tshirt,L,23,1429.02,0.0,1429.02,32867.48,149,Female,Summer,1
ZUD-6023,2025-11-01,Mumbai,Women,Jeans,L,6,2718.79,15.0,2310.97,13865.81,24,Male,Summer,0
ZUD-6024,2025-12-11,Chennai,Men,Jacket,S,4,536.59,10.0,482.93,1931.73,223,Male,Summer,0
ZUD-6025,2026-04-20,Mumbai,Kids,Kids Dress,XL,25,1494.42,,1344.98,33624.4,81,Female,Summer,0
ZUD-6026,2024-09-23,Mumbai,Women,Top,S,4,2901.24,10.0,2611.11,10444.46,178,Male,Winter,0
ZUD-6027,2024-08-19,Bangalore,Men,Tshirt,S,7,2220.08,10.0,1998.07,13986.5,291,Female,Summer,1
ZUD-6028,2026-04-11,Chennai,Men,Joggers,M,20,2494.83,10.0,2245.35,44906.98,119,Female,Winter,1
ZUD-6029,2025-08-24,Bangalore,Men,Jacket,M,23,2843.72,30.0,1990.61,45783.93,68,Female,Monsoon,0
ZUD-6030,2025-02-07,Bangalore,Accessories,Belt,S,29,1102.83,20.0,882.27,25585.73,60,Male,Monsoon,0
ZUD-6031,2024-10-04,Delhi,Accessories,Bag,XL,5,847.29,30.0,593.1,2965.5,80,Female,Winter,0
ZUD-6032,2025-12-01,Pune,Women,Dress,L,28,1751.25,15.0,1488.56,41679.66,292,Female,Summer,1
ZUD-6033,2025-10-12,Bangalore,Women,Kurti,S,5,1495.54,,1495.54,7477.68,22,Female,Summer,1
ZUD-6034,2024-12-07,Bangalore,Men,Shirt,M,11,1147.47,10.0,1032.72,11359.91,146,Male,Summer,0
ZUD-6035,2025-11-11,Chennai,Women,Top,M,25,2506.47,0.0,2506.47,62661.79,257,Female,Summer,0
ZUD-6036,2024-11-11,Mumbai,Kids,Kids Shorts,M,10,1840.19,30.0,1288.13,12881.35,144,Male,Monsoon,0
ZUD-6037,2024-07-08,Mumbai,Men,Tshirt,S,12,810.53,15.0,688.95,8267.41,208,Male,Monsoon,1
ZUD-6038,2026-01-31,Pune,Kids,Kids Dress,M,8,2490.42,10.0,2241.38,17931.05,270,Female,Monsoon,0
ZUD-6039,2025-01-13,Chennai,Men,Joggers,S,20,2307.69,0.0,2307.69,46153.78,215,Female,Winter,0
ZUD-6040,2025-08-06,Mumbai,Kids,Kids Dress,XL,10,709.35,15.0,602.95,6029.5,237,Male,Summer,1
ZUD-6041,2025-06-25,Delhi,Accessories,Cap,L,7,1986.27,0.0,1986.27,13903.91,271,Male,Monsoon,0
ZUD-6042,2025-02-05,Delhi,Women,Skirt,S,18,2481.75,30.0,1737.22,31270.03,199,Female,Monsoon,0
ZUD-6043,2024-05-01,Bangalore,Kids,Kids Shorts,M,4,2660.48,20.0,2128.38,8513.53,247,Female,Winter,0
ZUD-6044,2025-11-06,Pune,Accessories,Belt,M,23,537.8,0.0,537.8,12369.5,70,Female,Winter,0
ZUD-6045,2024-07-20,Bangalore,Kids,Kids Shorts,XL,20,1411.9,10.0,1270.71,25414.15,17,Female,Monsoon,0
ZUD-6046,2024-08-03,Bangalore,Men,Tshirt,XL,9,1931.4,10.0,1738.26,15644.38,63,Male,Monsoon,1
ZUD-6047,2025-02-24,Delhi,Women,Kurti,XL,15,449.92,15.0,382.43,5736.5,30,Male,Winter,0
ZUD-6048,2025-10-03,Delhi,Men,Jacket,L,16,1476.12,0.0,1476.12,23617.94,262,Female,Winter,0
ZUD-6049,2025-09-28,Delhi,Kids,Kids Tshirt,S,16,399.26,20.0,319.41,5110.57,41,Male,Winter,0
ZUD-6050,2025-11-02,Delhi,Men,Jacket,L,6,487.56,30.0,341.29,2047.74,202,Female,Summer,0
ZUD-6051,2025-09-18,Mumbai,Kids,Kids Shorts,L,29,1631.04,0.0,1631.04,47300.28,299,Male,Monsoon,0
ZUD-6052,2025-06-09,Mumbai,Kids,Kids Tshirt,M,21,332.15,0.0,332.15,6975.07,233,Female,Summer,0
ZUD-6053,2026-04-02,Delhi,Men,Jeans,S,12,1011.4,15.0,859.69,10316.29,276,Female,Winter,0
ZUD-6054,2024-08-11,Mumbai,Accessories,Cap,L,5,1317.29,15.0,1119.7,5598.49,13,Female,Winter,1
ZUD-6055,2025-08-31,Bangalore,Women,Skirt,S,10,1401.24,10.0,1261.12,12611.19,204,Female,Monsoon,0
ZUD-6056,2024-08-29,Pune,Accessories,Bag,XL,4,1450.96,15.0,1233.32,4933.28,46,Female,Monsoon,1
ZUD-6057,2026-01-16,Pune,Women,Kurti,M,11,3378.59,30.0,2365.01,26015.15,162,Male,Winter,0
ZUD-6058,2024-10-06,Chennai,Men,Joggers,XL,22,2420.83,30.0,1694.58,37280.74,218,Female,Summer,0
ZUD-6059,2025-07-06,Mumbai,Women,Jeans,XL,14,854.63,20.0,683.7,9571.8,225,Male,Winter,0
ZUD-6060,2026-01-16,Pune,Men,Joggers,L,11,207.72,15.0,176.56,1942.18,297,Male,Winter,1
ZUD-6061,2025-06-05,Delhi,Accessories,Cap,XL,4,433.57,30.0,303.5,1213.99,60,Female,Summer,1
ZUD-6062,2025-06-30,Bangalore,Women,Jeans,L,14,3018.39,10.0,2716.55,38031.68,255,Male,Winter,0
ZUD-6063,2025-10-24,Delhi,Kids,Kids Dress,L,11,2879.62,15.0,2447.68,26924.43,105,Female,Summer,1
ZUD-6064,2026-02-11,Mumbai,Kids,Kids Dress,L,10,1434.58,0.0,1434.58,14345.77,122,Female,Summer,1
ZUD-6065,2025-03-20,Pune,Kids,Kids Shorts,L,10,2595.46,15.0,2206.14,22061.4,35,Male,Monsoon,1
ZUD-6066,2026-03-03,Mumbai,Women,Kurti,L,4,962.76,0.0,962.76,3851.02,100,Male,Monsoon,0
ZUD-6067,2026-04-09,Delhi,Women,Kurti,M,26,2875.86,30.0,2013.1,52340.57,59,Male,Winter,0
ZUD-6068,2024-11-02,Delhi,Women,Top,S,18,655.48,30.0,458.83,8258.99,239,Male,Monsoon,0
ZUD-6069,2025-01-14,Mumbai,Men,Shirt,L,16,2004.89,0.0,2004.89,32078.3,283,Female,Winter,0
ZUD-6070,2025-05-27,Delhi,Women,Skirt,L,8,2220.52,10.0,1998.47,15987.78,35,Female,Summer,1
ZUD-6071,2025-11-25,Bangalore,Men,Jacket,M,15,475.01,10.0,427.51,6412.7,298,Male,Monsoon,1
ZUD-6072,2025-07-03,Pune,Kids,Kids Tshirt,L,10,1165.79,15.0,990.92,9909.19,103,Female,Winter,1
ZUD-6073,2024-09-08,Delhi,Women,Dress,L,25,3222.01,30.0,2255.41,56385.25,10,Male,Monsoon,0
ZUD-6074,2024-08-21,Chennai,Accessories,Bag,M,2,2448.51,15.0,2081.24,4162.47,118,Male,Winter,0
ZUD-6075,2025-05-11,Delhi,Men,Shirt,L,8,1008.88,10.0,907.99,7263.94,285,Female,Summer,1
ZUD-6076,2024-09-29,Delhi,Kids,Kids Dress,L,25,2932.97,20.0,2346.38,58659.46,109,Female,Monsoon,0
ZUD-6077,2024-12-08,Bangalore,Women,Top,XL,4,1601.07,20.0,1280.85,5123.42,261,Female,Summer,1
ZUD-6078,2024-11-22,Pune,Men,Shirt,M,6,1275.92,30.0,893.14,5358.85,71,Female,Monsoon,0
ZUD-6079,2024-07-13,Bangalore,Women,Top,XL,17,301.47,30.0,211.03,3587.48,122,Male,Winter,0
ZUD-6080,2024-04-27,Bangalore,Accessories,Belt,XL,15,2768.89,20.0,2215.11,33226.63,195,Male,Summer,0
ZUD-6081,2024-12-11,Delhi,Kids,Kids Tshirt,,3,2859.45,20.0,2287.56,6862.67,251,Male,Summer,0
ZUD-6082,2025-06-29,Chennai,Kids,Kids Shorts,M,9,454.66,15.0,386.46,3478.16,246,Male,Summer,1
ZUD-6083,2024-08-31,Delhi,Women,Top,M,26,3058.67,15.0,2599.87,67596.52,65,Male,Summer,1
ZUD-6084,2024-11-10,Bangalore,Kids,Kids Shorts,M,7,2900.4,10.0,2610.36,18272.53,127,Female,Winter,0
ZUD-6085,2025-05-03,Delhi,Women,Jeans,XL,25,873.09,30.0,611.16,15278.99,81,Female,Winter,0
ZUD-6086,2026-01-03,Pune,Women,Top,L,2,1469.08,15.0,1248.72,2497.44,24,Male,Monsoon,0
ZUD-6087,2025-12-31,Mumbai,Kids,Kids Dress,S,19,2511.49,0.0,2511.49,47718.39,158,Male,Summer,0
ZUD-6088,2025-05-12,Pune,Kids,Kids Shorts,S,14,2983.46,30.0,2088.42,29237.94,207,Male,Monsoon,0
ZUD-6089,2025-07-28,Mumbai,Women,Kurti,S,23,2876.93,15.0,2445.39,56244.04,10,Male,Winter,1
ZUD-6090,2026-02-26,Mumbai,Kids,Kids Dress,XL,6,824.49,10.0,742.04,4452.23,128,Female,Winter,0
ZUD-6091,2025-06-16,Pune,Accessories,Bag,M,21,1083.85,10.0,975.46,20484.75,189,Male,Summer,0
ZUD-6092,2025-05-27,Bangalore,Kids,Kids Tshirt,XL,26,2209.01,20.0,1767.21,45947.46,52,Male,Winter,0
ZUD-6093,2024-08-13,Bangalore,Men,Joggers,L,25,944.34,10.0,849.9,21247.59,230,Female,Monsoon,0
ZUD-6094,2025-09-13,Pune,Kids,Kids Tshirt,S,1,1065.0,0.0,1065.0,1065.0,189,Male,Winter,0
ZUD-6095,2024-10-01,Delhi,Women,Dress,M,22,1222.5,30.0,855.75,18826.51,228,Male,Summer,0
ZUD-6096,2024-08-03,Delhi,Women,Kurti,L,11,721.97,30.0,505.38,5559.15,51,Female,Winter,0
ZUD-6097,2025-03-15,Mumbai,Women,Kurti,S,26,1941.46,10.0,1747.32,45430.24,118,Male,Monsoon,1
ZUD-6098,2025-04-02,Delhi,Accessories,Belt,S,10,1464.04,20.0,1171.23,11712.34,59,Female,Monsoon,1
ZUD-6099,2026-01-29,Mumbai,Kids,Kids Dress,L,6,2420.63,10.0,2178.56,13071.38,25,Male,Monsoon,0
ZUD-6100,2025-10-18,Pune,Men,Jeans,S,18,1866.12,15.0,1586.2,28551.59,247,Male,Winter,1
ZUD-6101,2025-11-24,Chennai,Women,Dress,L,9,1502.25,20.0,1201.8,10816.22,293,Female,Monsoon,0
ZUD-6102,2025-05-05,Chennai,Women,Kurti,,26,748.91,30.0,524.24,13630.17,112,Female,Monsoon,1
ZUD-6103,2025-06-24,Delhi,Men,Tshirt,S,28,2420.25,10.0,2178.23,60990.31,174,Female,Monsoon,0
ZUD-6104,2025-07-29,Chennai,Accessories,Socks,L,7,1016.44,15.0,863.97,6047.81,207,Female,Monsoon,1
ZUD-6105,2026-04-08,Mumbai,Men,Jeans,XL,9,1855.22,10.0,1669.7,15027.28,157,Male,Summer,0
ZUD-6106,2025-02-16,Bangalore,Accessories,Cap,L,11,1060.14,10.0,954.13,10495.38,213,Male,Monsoon,0
ZUD-6107,2024-07-06,Pune,Women,Kurti,XL,2,3217.56,15.0,2734.92,5469.85,18,Female,Summer,0
ZUD-6108,2026-01-09,Delhi,Accessories,Belt,XL,19,1070.83,0.0,1070.83,20345.83,101,Male,Monsoon,0
ZUD-6109,2025-05-25,Bangalore,Women,Jeans,XL,24,1237.8,0.0,1237.8,29707.29,63,Female,Summer,0
ZUD-6110,2024-09-19,Chennai,Accessories,Belt,,15,2614.22,20.0,2091.38,31370.63,51,Female,Winter,0
ZUD-6111,2025-06-14,Pune,Women,Top,L,21,1499.43,10.0,1349.49,28339.25,259,Male,Monsoon,1
ZUD-6112,2024-11-27,Pune,Kids,Kids Tshirt,M,4,2104.92,10.0,1894.43,7577.71,145,Male,Monsoon,0
ZUD-6113,2024-07-14,Mumbai,Accessories,Cap,M,18,1937.83,0.0,1937.83,34880.99,153,Female,Winter,0
ZUD-6114,2025-04-04,Chennai,Accessories,Cap,M,27,2865.88,0.0,2865.88,77378.86,68,Female,Summer,0
ZUD-6115,2024-08-18,Chennai,Men,Joggers,L,25,1398.6,20.0,1118.88,27971.92,97,Female,Summer,0
ZUD-6116,2024-12-01,Chennai,Women,Top,S,8,497.44,0.0,497.44,3979.54,154,Female,Winter,1
ZUD-6117,2025-11-24,Mumbai,Accessories,Socks,M,20,1358.76,0.0,1358.76,27175.18,223,Female,Winter,0
ZUD-6118,2026-01-29,Chennai,Women,Kurti,XL,4,282.34,20.0,225.88,903.5,43,Male,Winter,1
ZUD-6119,2025-06-20,Delhi,Accessories,Cap,M,18,623.68,30.0,436.58,7858.37,250,Female,Monsoon,1
ZUD-6120,2025-11-09,Delhi,Accessories,Cap,S,21,1269.92,30.0,888.94,18667.83,115,Female,Winter,0
ZUD-6121,2025-11-08,Delhi,Men,Jacket,L,20,1532.26,0.0,1532.26,30645.13,94,Female,Winter,0
ZUD-6122,2025-07-05,Delhi,Men,Jacket,L,12,1462.59,0.0,1462.59,17551.07,164,Female,Monsoon,1
ZUD-6123,2025-08-02,Delhi,Kids,Kids Dress,XL,21,527.29,15.0,448.2,9412.1,286,Female,Summer,0
ZUD-6124,2026-04-17,Bangalore,Accessories,Socks,L,29,1923.6,20.0,1538.88,44627.41,271,Male,Monsoon,0
ZUD-6125,2024-09-02,Pune,Accessories,Socks,S,3,2303.17,10.0,2072.85,6218.55,133,Female,Summer,0
ZUD-6126,2024-08-09,Delhi,Kids,Kids Tshirt,S,28,1636.13,30.0,1145.29,32068.24,150,Male,Winter,1
ZUD-6127,2024-05-02,Bangalore,Men,Jacket,S,18,330.99,15.0,281.34,5064.12,195,Male,Winter,1
ZUD-6128,2026-01-19,Chennai,Women,Kurti,L,22,969.97,10.0,872.98,19205.49,147,Female,Monsoon,0
ZUD-6129,2024-05-04,Pune,Kids,Kids Dress,L,23,2164.39,0.0,2164.39,49780.96,242,Female,Summer,0
ZUD-6130,2024-09-12,Bangalore,Men,Joggers,S,14,578.33,10.0,520.5,7286.98,32,Male,Winter,0
ZUD-6131,2025-10-08,Chennai,Men,Tshirt,XL,28,1264.61,30.0,885.23,24786.45,278,Female,Winter,0
ZUD-6132,2024-06-03,Delhi,Women,Top,M,25,1183.12,10.0,1064.81,26620.22,10,Male,Summer,1
ZUD-6133,2025-03-25,Chennai,Accessories,Socks,M,26,718.44,10.0,646.59,16811.42,194,Male,Monsoon,0
ZUD-6134,2024-08-23,Chennai,Men,Shirt,XL,10,1391.25,20.0,1113.0,11130.02,167,Female,Summer,0
ZUD-6135,2024-09-03,Mumbai,Kids,Kids Dress,L,25,528.7,20.0,422.96,10574.1,223,Male,Summer,0
ZUD-6136,2025-01-05,Bangalore,Kids,Kids Dress,L,6,2983.58,30.0,2088.5,12531.02,56,Female,Monsoon,1
ZUD-6137,2024-12-27,Bangalore,Kids,Kids Dress,L,26,1979.45,15.0,1682.54,43745.94,218,Male,Monsoon,1
ZUD-6138,2026-01-29,Delhi,Women,Jeans,M,8,1813.29,30.0,1269.3,10154.42,189,Female,Summer,0
ZUD-6139,2024-10-30,Delhi,Women,Kurti,S,6,2065.0,0.0,2065.0,12390.0,233,Female,Winter,0
ZUD-6140,2025-02-24,Mumbai,Men,Tshirt,M,10,1685.43,30.0,1179.8,11798.04,97,Female,Monsoon,0
ZUD-6141,2025-07-28,Delhi,Women,Dress,XL,27,3191.3,20.0,2553.04,68932.0,252,Female,Summer,0
ZUD-6142,2025-01-18,Delhi,Kids,Kids Dress,M,10,2713.09,10.0,2441.78,24417.8,80,Male,Summer,1
ZUD-6143,2026-02-25,Mumbai,Kids,Kids Tshirt,XL,27,1962.19,30.0,1373.54,37085.46,225,Male,Summer,1
ZUD-6144,2024-09-29,Pune,Accessories,Socks,M,18,1252.13,15.0,1064.31,19157.54,268,Male,Winter,0
ZUD-6145,2024-06-29,Chennai,Kids,Kids Tshirt,L,9,535.58,20.0,428.47,3856.2,217,Female,Monsoon,0
ZUD-6146,2024-05-06,Pune,Accessories,Bag,S,11,1786.05,15.0,1518.14,16699.54,259,Male,Summer,0
ZUD-6147,2025-08-19,Pune,Women,Dress,L,21,2376.02,20.0,1900.82,39917.15,145,Male,Monsoon,0
ZUD-6148,2025-12-18,Delhi,Men,Tshirt,XL,25,1054.73,20.0,843.78,21094.53,51,Female,Summer,1
ZUD-6149,2025-05-23,Delhi,Women,Top,S,4,2958.97,30.0,2071.28,8285.12,184,Female,Winter,0
ZUD-6150,2026-02-10,Bangalore,Men,Joggers,L,16,681.25,20.0,545.0,8720.02,197,Male,Monsoon,0
ZUD-6151,2025-01-25,Pune,Men,Joggers,S,16,1235.05,15.0,1049.79,16796.65,110,Male,Summer,0
ZUD-6152,2024-07-12,Bangalore,Accessories,Cap,S,11,1413.97,10.0,1272.57,13998.28,294,Female,Monsoon,0
ZUD-6153,2025-02-27,Pune,Women,Jeans,M,26,3061.41,10.0,2755.27,71637.09,113,Male,Winter,1
ZUD-6154,2025-07-12,Bangalore,Women,Kurti,M,1,1486.66,20.0,1189.33,1189.33,123,Female,Summer,0
ZUD-6155,2024-06-15,Delhi,Accessories,Socks,XL,4,1718.07,0.0,1718.07,6872.28,94,Male,Summer,0
ZUD-6156,2026-03-22,Mumbai,Men,Joggers,XL,22,2029.64,15.0,1725.19,37954.24,266,Male,Summer,0
ZUD-6157,2025-10-19,Bangalore,Accessories,Socks,XL,22,1889.6,0.0,1889.6,41571.27,261,Female,Summer,1
ZUD-6158,2025-06-11,Bangalore,Accessories,Bag,S,11,1169.4,10.0,1052.46,11577.1,111,Female,Summer,1
ZUD-6159,2025-06-05,Bangalore,Accessories,Socks,L,16,413.92,0.0,413.92,6622.78,36,Female,Summer,0
ZUD-6160,2025-09-02,Chennai,Kids,Kids Tshirt,L,4,2944.25,20.0,2355.4,9421.61,93,Female,Monsoon,0
ZUD-6161,2025-10-16,Chennai,Women,Jeans,XL,23,2050.65,20.0,1640.52,37732.0,269,Female,Winter,0
ZUD-6162,2026-02-25,Bangalore,Women,Jeans,L,14,827.93,10.0,745.14,10431.97,113,Female,Summer,0
ZUD-6163,2025-02-18,Bangalore,Kids,Kids Shorts,L,23,550.85,0.0,550.85,12669.48,117,Male,Summer,0
ZUD-6164,2025-10-08,Chennai,Kids,Kids Tshirt,XL,2,1730.28,20.0,1384.23,2768.45,128,Female,Winter,1
ZUD-6165,2025-10-14,Bangalore,Women,Jeans,M,3,2219.83,15.0,1886.85,5660.56,241,Male,Winter,1
ZUD-6166,2025-10-04,Chennai,Kids,Kids Tshirt,S,3,1999.84,0.0,1999.84,5999.53,217,Female,Monsoon,1
ZUD-6167,2025-01-27,Chennai,Kids,Kids Tshirt,L,16,2742.71,30.0,1919.9,30718.37,62,Male,Winter,1
ZUD-6168,2026-01-04,Delhi,Kids,Kids Dress,M,3,1211.14,30.0,847.8,2543.4,116,Female,Summer,0
ZUD-6169,2025-01-08,Bangalore,Accessories,Belt,M,1,2511.92,30.0,1758.35,1758.35,89,Female,Summer,1
ZUD-6170,2024-07-17,Bangalore,Kids,Kids Tshirt,XL,23,614.42,10.0,552.98,12718.44,38,Male,Summer,1
ZUD-6171,2024-08-28,Chennai,Kids,Kids Shorts,M,14,726.86,15.0,617.83,8649.59,159,Male,Summer,1
ZUD-6172,2025-07-25,Pune,Men,Tshirt,M,8,1642.4,0.0,1642.4,13139.2,100,Female,Summer,0
ZUD-6173,2026-04-07,Chennai,Women,Dress,M,29,3519.27,15.0,2991.38,86749.89,227,Male,Winter,1
ZUD-6174,2026-01-29,Delhi,Kids,Kids Dress,L,10,2513.3,0.0,2513.3,25132.98,230,Male,Winter,0
ZUD-6175,2025-03-20,Chennai,Accessories,Socks,M,14,494.2,0.0,494.2,6918.84,270,Female,Summer,0
ZUD-6176,2024-12-17,Bangalore,Men,Tshirt,L,19,1482.71,30.0,1037.9,19720.01,198,Female,Summer,1
ZUD-6177,2026-02-14,Delhi,Men,Tshirt,L,14,2749.42,15.0,2337.01,32718.1,12,Male,Winter,1
ZUD-6178,2025-10-04,Pune,Kids,Kids Dress,S,2,1264.39,10.0,1137.95,2275.9,269,Female,Winter,1
ZUD-6179,2025-10-18,Mumbai,Men,Jacket,L,5,1127.34,0.0,1127.34,5636.68,199,Male,Summer,1
ZUD-6180,2025-12-25,Delhi,Women,Jeans,M,19,1348.45,30.0,943.91,17934.36,294,Male,Monsoon,0
ZUD-6181,2025-06-24,Bangalore,Accessories,Socks,S,14,2844.11,20.0,2275.29,31854.06,172,Male,Monsoon,0
ZUD-6182,2026-01-07,Pune,Accessories,Belt,S,6,1645.39,30.0,1151.78,6910.65,266,Female,Winter,0
ZUD-6183,2025-11-30,Chennai,Kids,Kids Shorts,S,21,554.4,0.0,554.4,11642.36,157,Female,Monsoon,1
ZUD-6184,2024-08-01,Bangalore,Women,Kurti,S,26,411.52,30.0,288.06,7489.58,22,Male,Winter,0
ZUD-6185,2024-08-17,Bangalore,Men,Jacket,L,5,927.16,10.0,834.44,4172.22,196,Female,Monsoon,0
ZUD-6186,2025-07-28,Pune,Accessories,Belt,L,13,314.32,20.0,251.45,3268.9,254,Male,Summer,1
ZUD-6187,2025-12-02,Bangalore,Women,Kurti,S,26,2023.83,,1416.68,36833.65,282,Female,Winter,0
ZUD-6188,2025-01-17,Bangalore,Men,Jacket,M,27,614.95,20.0,491.96,13283.0,156,Female,Monsoon,0
ZUD-6189,2024-07-17,Mumbai,Kids,Kids Tshirt,S,29,2333.21,15.0,1983.23,57513.58,296,Female,Summer,0
ZUD-6190,2025-05-12,Pune,Kids,Kids Shorts,S,8,1838.91,15.0,1563.08,12504.61,180,Male,Monsoon,0
ZUD-6191,2025-09-22,Pune,Accessories,Belt,S,17,2718.29,0.0,2718.29,46210.9,262,Male,Winter,0
ZUD-6192,2025-07-17,Delhi,Women,Jeans,S,2,2815.02,30.0,1970.52,3941.03,70,Female,Winter,0
ZUD-6193,2025-09-30,Chennai,Accessories,Bag,,8,2039.17,30.0,1427.42,11419.37,46,Male,Summer,1
ZUD-6194,2026-02-03,Delhi,Kids,Kids Tshirt,M,20,1361.98,0.0,1361.98,27239.62,22,Female,Winter,1
ZUD-6195,2025-09-11,Pune,Women,Jeans,,7,930.63,0.0,930.63,6514.42,145,Female,Monsoon,0
ZUD-6196,2024-05-30,Delhi,Accessories,Bag,S,17,1553.88,30.0,1087.72,18491.21,25,Female,Monsoon,0
ZUD-6197,2025-01-22,Pune,Accessories,Socks,XL,10,2667.99,15.0,2267.79,22677.88,102,Female,Monsoon,0
ZUD-6198,2025-06-22,Bangalore,Women,Jeans,S,7,2879.48,20.0,2303.58,16125.08,101,Female,Winter,1
ZUD-6199,2026-03-11,Chennai,Men,Shirt,S,29,1517.88,0.0,1517.88,44018.6,71,Male,Summer,0
ZUD-6200,2024-09-06,Chennai,Men,Tshirt,S,13,2451.91,20.0,1961.53,25499.9,255,Male,Summer,1
ZUD-6201,2024-05-24,Bangalore,Women,Skirt,S,6,3319.34,30.0,2323.54,13941.24,156,Male,Winter,0
ZUD-6202,2025-01-14,Chennai,Kids,Kids Dress,XL,6,2039.0,0.0,2039.0,12233.98,157,Male,Winter,0
ZUD-6203,2025-04-09,Delhi,Accessories,Cap,M,17,228.87,30.0,160.21,2723.61,260,Female,Summer,1
ZUD-6204,2025-02-23,Bangalore,Women,Top,M,1,1213.62,15.0,1031.58,1031.58,78,Female,Winter,1
ZUD-6205,2026-03-23,Delhi,Women,Jeans,XL,3,325.44,0.0,325.44,976.32,29,Male,Winter,0
ZUD-6206,2026-02-17,Bangalore,Kids,Kids Shorts,M,28,2179.3,20.0,1743.44,48816.42,128,Male,Monsoon,0
ZUD-6207,2025-02-28,Bangalore,Kids,Kids Dress,S,7,678.65,15.0,576.85,4037.97,162,Female,Summer,0
ZUD-6208,2026-04-07,Bangalore,Men,Jeans,XL,25,465.33,30.0,325.73,8143.28,181,Female,Summer,1
ZUD-6209,2025-10-15,Delhi,Kids,Kids Shorts,L,6,1474.35,0.0,1474.35,8846.1,50,Male,Winter,1
ZUD-6210,2025-11-17,Delhi,Women,Top,M,6,1213.14,30.0,849.2,5095.2,253,Female,Winter,0
ZUD-6211,2024-11-03,Mumbai,Kids,Kids Dress,L,22,374.07,30.0,261.85,5760.63,220,Female,Summer,1
ZUD-6212,2026-04-27,Pune,Kids,Kids Tshirt,XL,24,881.73,15.0,749.47,17987.3,123,Male,Winter,0
ZUD-6213,2025-06-27,Mumbai,Men,Shirt,L,9,1296.9,15.0,1102.37,9921.29,257,Female,Summer,0
ZUD-6214,2025-01-16,Mumbai,Accessories,Bag,XL,6,2743.0,15.0,2331.55,13989.31,98,Male,Summer,1
ZUD-6215,2025-03-09,Chennai,Women,Top,M,14,3456.05,0.0,3456.05,48384.74,57,Male,Monsoon,1
ZUD-6216,2024-11-02,Bangalore,Women,Jeans,S,19,3292.19,10.0,2962.98,56296.53,164,Female,Summer,1
ZUD-6217,2024-06-15,Bangalore,Women,Skirt,XL,10,626.25,30.0,438.37,4383.73,109,Female,Monsoon,0
ZUD-6218,2025-02-27,Chennai,Women,Dress,L,15,2725.08,0.0,2725.08,40876.26,51,Male,Summer,0
ZUD-6219,2025-10-29,Delhi,Accessories,Cap,XL,16,2054.45,20.0,1643.56,26296.9,205,Female,Monsoon,0
ZUD-6220,2025-05-16,Chennai,Women,Top,M,14,2171.54,15.0,1845.81,25841.32,225,Female,Summer,0
ZUD-6221,2025-05-29,Mumbai,Women,Top,XL,1,3182.07,20.0,2545.66,2545.66,158,Female,Winter,1
ZUD-6222,2026-01-18,Bangalore,Kids,Kids Dress,XL,8,1238.5,0.0,1238.5,9908.01,254,Female,Monsoon,0
ZUD-6223,2025-09-08,Chennai,Men,Tshirt,XL,15,2571.15,0.0,2571.15,38567.2,125,Female,Summer,0
ZUD-6224,2024-09-28,Bangalore,Women,Jeans,L,28,1285.64,15.0,1092.79,30598.16,285,Female,Monsoon,0
ZUD-6225,2024-06-20,Delhi,Women,Top,M,18,2446.75,20.0,1957.4,35233.15,264,Female,Summer,0
ZUD-6226,2026-03-17,Chennai,Women,Skirt,XL,10,487.42,15.0,414.31,4143.11,210,Male,Monsoon,0
ZUD-6227,2025-12-06,Delhi,Accessories,Socks,XL,2,1335.73,10.0,1202.16,2404.32,224,Male,Monsoon,1
ZUD-6228,2024-11-13,Pune,Kids,Kids Tshirt,L,25,1453.99,10.0,1308.59,32714.86,192,Male,Summer,0
ZUD-6229,2025-02-28,Delhi,Kids,Kids Tshirt,L,4,1055.41,20.0,844.33,3377.32,268,Male,Summer,1
